neg_event,event
PersonX does not seek PersonY's advice,PersonX seeks PersonY's advice
PersonX does not have been deferred until test results are in,PersonX has been deferred until test results are in
PersonX does not get PersonY view,PersonX gets PersonY view
PersonX does not play the gender card,PersonX plays the gender card
PersonX does not seem better,PersonX seems better
PersonX does not love to skateboard,PersonX loves to skateboard
PersonX does not have done something wrong,PersonX has done something wrong
PersonX did not lean back in PersonY's chair,PersonX leaned back in PersonY's chair
PersonX does not possess PersonY knowledge,PersonX possesses PersonY knowledge
PersonX does not get PersonY's dad,PersonX gets PersonY's dad
PersonX does not lean PersonY's head,PersonX leans PersonY's head
PersonX does not seem larger and heavier,PersonX seems larger and heavier
PersonX does not have fun playing,PersonX has fun playing
PersonX does not seem larger and heavier at that elevation,PersonX seems larger and heavier at that elevation
PersonX does not post it online,PersonX posts it online
PersonX does not lean PersonY's head back,PersonX leans PersonY's head back
PersonX does not have lost PersonX's phone,PersonX has lost PersonX's phone
PersonX does not get PersonY's driver's license,PersonX gets PersonY's driver's license
PersonX does not pour PersonX's heart,PersonX pours PersonX's heart
PersonX does not lean back,PersonX leans back
PersonX does not get PersonY's hands,PersonX gets PersonY's hands
PersonX does not have lost PersonY's phone,PersonX has lost PersonY's phone
PersonX does not lean back against the wall,PersonX leans back against the wall
PersonX does not love to surf,PersonX loves to surf
PersonX does not seem perfect,PersonX seems perfect
PersonX does not practice all day,PersonX practices all day
PersonX does not get PersonY's license,PersonX gets PersonY's license
PersonX does not have many friends,PersonX has many friends
PersonX does not see's going on,PersonX sees's going on
PersonX does not mail PersonY in bulk,PersonX mails PersonY in bulk
PersonX does not get PersonY's mother,PersonX gets PersonY's mother
PersonX does not see PersonX too,PersonX sees PersonX too
PersonX does not maintain PersonY equilibrium,PersonX maintains PersonY equilibrium
PersonX does not practice day and night,PersonX practices day and night
PersonX does not see PersonX's crush,PersonX sees PersonX's crush
PersonX does not make PersonX's arrangements,PersonX makes PersonX's arrangements
PersonX does not see PersonX's crush PersonY,PersonX sees PersonX's crush PersonY
PersonX does not have seen PersonX's day,PersonX has seen PersonX's day
PersonX does not practice for weeks,PersonX practices for weeks
PersonX does not see PersonX's girlfriend,PersonX sees PersonX's girlfriend
PersonX does not have to cancel PersonX's plans,PersonX has to cancel PersonX's plans
PersonX does not make PersonX's exit,PersonX makes PersonX's exit
PersonX does not see PersonX's wife,PersonX sees PersonX's wife
PersonX does not practice hard,PersonX practices hard
PersonX does not have to go to a new school,PersonX has to go to a new school
PersonX does not see PersonY ago,PersonX sees PersonY ago
PersonX does not have to take PersonY to the hospital,PersonX has to take PersonY to the hospital
PersonX does not practice hard every day,PersonX practices hard every day
PersonX does not make PersonX's mark,PersonX makes PersonX's mark
PersonX does not see PersonY alone,PersonX sees PersonY alone
PersonX does not have to take care of PersonY,PersonX has to take care of PersonY
PersonX does not lean back in PersonY's chair,PersonX leans back in PersonY's chair
PersonX does not practice really hard,PersonX practices really hard
PersonX does not make PersonX's parents proud,PersonX makes PersonX's parents proud
PersonX does not have tons of fun,PersonX has tons of fun
PersonX does not get PersonY's share,PersonX gets PersonY's share
PersonX does not make PersonX's speech,PersonX makes PersonX's speech
PersonX does not have trouble falling asleep,PersonX has trouble falling asleep
PersonX does not get PersonY's something special,PersonX gets PersonY's something special
PersonX does not practice singing,PersonX practices singing
PersonX does not lean back in PersonY's seat,PersonX leans back in PersonY's seat
PersonX does not see PersonY away,PersonX sees PersonY away
PersonX does not hat cats,PersonX hats cats
PersonX does not make PersonY a present,PersonX makes PersonY a present
PersonX does not get a beer,PersonX gets a beer
PersonX does not practice together,PersonX practices together
PersonX does not learn a new instrument,PersonX learns a new instrument
PersonX does not head PersonY's way,PersonX heads PersonY's way
PersonX does not see PersonY brother,PersonX sees PersonY brother
PersonX does not get a book,PersonX gets a book
PersonX does not practice very hard,PersonX practices very hard
PersonX does not learn a new language,PersonX learns a new language
PersonX does not make PersonY alliance,PersonX makes PersonY alliance
PersonX does not preheat the oven,PersonX preheats the oven
PersonX does not head to the beach,PersonX heads to the beach
PersonX does not get a burger,PersonX gets a burger
PersonX does not learn a new skill,PersonX learns a new skill
PersonX does not make PersonY appeal,PersonX makes PersonY appeal
PersonX does not see PersonY every day,PersonX sees PersonY every day
PersonX does not hear a phone ring,PersonX hears a phone ring
PersonX does not make PersonY argument,PersonX makes PersonY argument
PersonX does not get a call,PersonX gets a call
PersonX does not learn french,PersonX learns french
PersonX does not get a call back,PersonX gets a call back
PersonX does not learn how to bake a cake,PersonX learns how to bake a cake
PersonX does not make PersonY arrangements,PersonX makes PersonY arrangements
PersonX does not learn new things,PersonX learns new things
PersonX does not see PersonY frequently,PersonX sees PersonY frequently
PersonX does not get a call for an interview,PersonX gets a call for an interview
PersonX does not leave PersonX's car,PersonX leaves PersonX's car
PersonX does not see PersonY graduate,PersonX sees PersonY graduate
PersonX does not get a call from PersonX's boss,PersonX gets a call from PersonX's boss
PersonX does not make PersonY assault,PersonX makes PersonY assault
PersonX does not hear a scary noise,PersonX hears a scary noise
PersonX does not leave PersonX's family,PersonX leaves PersonX's family
PersonX does not see PersonY in PersonX's office,PersonX sees PersonY in PersonX's office
PersonX does not get a call from PersonY,PersonX gets a call from PersonY
PersonX does not make PersonY change,PersonX makes PersonY change
PersonX does not hear from PersonY,PersonX hears from PersonY
PersonX does not see PersonY later,PersonX sees PersonY later
PersonX does not get a call from PersonY's boss,PersonX gets a call from PersonY's boss
PersonX does not present PersonX's views,PersonX presents PersonX's views
PersonX does not make PersonY concessions,PersonX makes PersonY concessions
PersonX does not get a manicure,PersonX gets a manicure
PersonX does not hearts beat as PersonX,PersonX hearts beat as PersonX
PersonX does not see PersonY later that day,PersonX sees PersonY later that day
PersonX does not prevent PersonY from coming,PersonX prevents PersonY from coming
PersonX does not leave PersonX's husband,PersonX leaves PersonX's husband
PersonX does not get a part,PersonX gets a part
PersonX does not help PersonX's brother,PersonX helps PersonX's brother
PersonX does not see PersonY mother,PersonX sees PersonY mother
PersonX does not leave PersonY alone,PersonX leaves PersonY alone
PersonX does not help PersonY along,PersonX helps PersonY along
PersonX does not prevent PersonY from entering,PersonX prevents PersonY from entering
PersonX does not see PersonY naked,PersonX sees PersonY naked
PersonX does not leave PersonY high and dry,PersonX leaves PersonY high and dry
PersonX does not make PersonY connection,PersonX makes PersonY connection
PersonX does not help PersonY in PersonZ way,PersonX helps PersonY in PersonZ way
PersonX does not prevent PersonY from taking,PersonX prevents PersonY from taking
PersonX does not see PersonY thing,PersonX sees PersonY thing
PersonX does not leave PersonY time,PersonX leaves PersonY time
PersonX does not make PersonY part,PersonX makes PersonY part
PersonX does not see PersonY too,PersonX sees PersonY too
PersonX does not get a part time job,PersonX gets a part time job
PersonX does not prevent PersonY's escape,PersonX prevents PersonY's escape
PersonX does not see PersonY wife,PersonX sees PersonY wife
PersonX does not help PersonY move,PersonX helps PersonY move
PersonX does not get a replacement,PersonX gets a replacement
PersonX does not prevent PersonY's return,PersonX prevents PersonY's return
PersonX does not make PersonY resistance,PersonX makes PersonY resistance
PersonX does not leave PersonY's alone,PersonX leaves PersonY's alone
PersonX does not help PersonY stay awake,PersonX helps PersonY stay awake
PersonX does not pry open,PersonX pries open
PersonX does not make PersonY smile,PersonX makes PersonY smile
PersonX does not get a second job,PersonX gets a second job
PersonX does not leave PersonY's car,PersonX leaves PersonY's car
PersonX does not help PersonY's brother,PersonX helps PersonY's brother
PersonX does not get a second opinion,PersonX gets a second opinion
PersonX does not make PersonY well,PersonX makes PersonY well
PersonX does not leave alone,PersonX leaves alone
PersonX does not produce PersonY results,PersonX produces PersonY results
PersonX does not get a shot,PersonX gets a shot
PersonX does not make PersonY's arrangements,PersonX makes PersonY's arrangements
PersonX does not protect PersonY from harm,PersonX protects PersonY from harm
PersonX does not leave class,PersonX leaves class
PersonX does not help PersonY's move,PersonX helps PersonY's move
PersonX does not provide PersonY account,PersonX provides PersonY account
PersonX does not make PersonY's day,PersonX makes PersonY's day
PersonX does not see PersonY's brother,PersonX sees PersonY's brother
PersonX does not see PersonY's crush,PersonX sees PersonY's crush
PersonX does not provide PersonY analysis,PersonX provides PersonY analysis
PersonX does not make PersonY's smile,PersonX makes PersonY's smile
PersonX does not hide under the covers,PersonX hides under the covers
PersonX does not leave it alone,PersonX leaves it alone
PersonX does not provide PersonY description,PersonX provides PersonY description
PersonX does not see PersonY's girlfriend,PersonX sees PersonY's girlfriend
PersonX does not hightail it,PersonX hightails it
PersonX does not leave it at that,PersonX leaves it at that
PersonX does not make a change,PersonX makes a change
PersonX does not get a small loan,PersonX gets a small loan
PersonX does not see PersonY's mother,PersonX sees PersonY's mother
PersonX does not provide PersonY estimate,PersonX provides PersonY estimate
PersonX does not get a stain,PersonX gets a stain
PersonX does not leave it be,PersonX leaves it be
PersonX does not hit PersonX's friend,PersonX hits PersonX's friend
PersonX does not get a surprise,PersonX gets a surprise
PersonX does not make a date,PersonX makes a date
PersonX does not leave the car,PersonX leaves the car
PersonX does not provide PersonY introduction,PersonX provides PersonY introduction
PersonX does not see PersonY's wife,PersonX sees PersonY's wife
PersonX does not get a tan,PersonX gets a tan
PersonX does not hit PersonY's friend,PersonX hits PersonY's friend
PersonX does not make a deal,PersonX makes a deal
PersonX does not leave the class,PersonX leaves the class
PersonX does not get accepted,PersonX gets accepted
PersonX does not pull PersonX's car over,PersonX pulls PersonX's car over
PersonX does not get beer,PersonX gets beer
PersonX does not leave the library,PersonX leaves the library
PersonX does not make a mistake,PersonX makes a mistake
PersonX does not get burned,PersonX gets burned
PersonX does not pull PersonX's socks up,PersonX pulls PersonX's socks up
PersonX does not see a boy,PersonX sees a boy
PersonX does not leave the scene,PersonX leaves the scene
PersonX does not get close,PersonX gets close
PersonX does not make a perfect score,PersonX makes a perfect score
PersonX does not pull PersonY,PersonX pulls PersonY
PersonX does not make a salad,PersonX makes a salad
PersonX does not leave the table,PersonX leaves the table
PersonX does not make a shot,PersonX makes a shot
PersonX does not pull PersonY's arm,PersonX pulls PersonY's arm
PersonX does not see a pretty girl,PersonX sees a pretty girl
PersonX does not start with a clean sheet,PersonX starts with a clean sheet
PersonX does not let PersonY explain,PersonX lets PersonY explain
PersonX does not make a speech,PersonX makes a speech
PersonX does not see a rabbit,PersonX sees a rabbit
PersonX does not let PersonY on the team,PersonX lets PersonY on the team
PersonX does not pull PersonY's car,PersonX pulls PersonY's car
PersonX does not visit PersonX's cousin,PersonX visits PersonX's cousin
PersonX does not make a turn,PersonX makes a turn
PersonX does not start with a clean slate,PersonX starts with a clean slate
PersonX does not see a snake,PersonX sees a snake
PersonX does not let PersonY see,PersonX lets PersonY see
PersonX does not start working,PersonX starts working
PersonX does not pull PersonY's car over,PersonX pulls PersonY's car over
PersonX does not make arrangements,PersonX makes arrangements
PersonX does not visit PersonX's daughter,PersonX visits PersonX's daughter
PersonX does not make bread,PersonX makes bread
PersonX does not start working again,PersonX starts working again
PersonX does not pull PersonY's hand,PersonX pulls PersonY's hand
PersonX does not visit PersonX's mother,PersonX visits PersonX's mother
PersonX does not make cakes,PersonX makes cakes
PersonX does not start working out,PersonX starts working out
PersonX does not pull PersonY's hand away,PersonX pulls PersonY's hand away
PersonX does not let PersonY's guard down,PersonX lets PersonY's guard down
PersonX does not see all of the animals,PersonX sees all of the animals
PersonX does not make contact,PersonX makes contact
PersonX does not pull PersonY's hand back,PersonX pulls PersonY's hand back
PersonX does not start working out every day,PersonX starts working out every day
PersonX does not see all the animals,PersonX sees all the animals
PersonX does not make contact with PersonY,PersonX makes contact with PersonY
PersonX does not pull PersonY's legs,PersonX pulls PersonY's legs
PersonX does not visit PersonY friend,PersonX visits PersonY friend
PersonX does not stay by PersonY's side,PersonX stays by PersonY's side
PersonX does not make cookies,PersonX makes cookies
PersonX does not stay clean,PersonX stays clean
PersonX does not visit PersonY's cousin,PersonX visits PersonY's cousin
PersonX does not pull faces,PersonX pulls faces
PersonX does not make every effort,PersonX makes every effort
PersonX does not visit PersonY's daughter,PersonX visits PersonY's daughter
PersonX does not see an opening,PersonX sees an opening
PersonX does not visit PersonY's friend,PersonX visits PersonY's friend
PersonX does not stay in one place,PersonX stays in one place
PersonX does not pull out all the stops,PersonX pulls out all the stops
PersonX does not see every day,PersonX sees every day
PersonX does not make friendship bracelets,PersonX makes friendship bracelets
PersonX does not pull the car,PersonX pulls the car
PersonX does not steal PersonY's purse,PersonX steals PersonY's purse
PersonX does not see if could make,PersonX sees if could make
PersonX does not visit PersonY's mother,PersonX visits PersonY's mother
PersonX does not make it through the day,PersonX makes it through the day
PersonX does not pull the car over,PersonX pulls the car over
PersonX does not see the animals,PersonX sees the animals
PersonX does not make lemonade,PersonX makes lemonade
PersonX does not see what had happened,PersonX sees what had happened
PersonX does not visit a farm,PersonX visits a farm
PersonX does not pump PersonX's gas,PersonX pumps PersonX's gas
PersonX does not see what happened,PersonX sees what happened
PersonX does not steal anything,PersonX steals anything
PersonX does not visit a friend,PersonX visits a friend
PersonX does not see what was going on,PersonX sees what was going on
PersonX does not pump PersonY's gas,PersonX pumps PersonY's gas
PersonX does not visit my friend,PersonX visits my friend
PersonX does not steal it from PersonY,PersonX steals it from PersonY
PersonX does not pump gas,PersonX pumps gas
PersonX does not see where PersonY was going,PersonX sees where PersonY was going
PersonX does not pump iron,PersonX pumps iron
PersonX does not visit the city,PersonX visits the city
PersonX does not see wood,PersonX sees wood
PersonX does not purchase a lottery ticket,PersonX purchases a lottery ticket
PersonX does not make much money,PersonX makes much money
PersonX does not step right,PersonX steps right
PersonX does not visit the zoo,PersonX visits the zoo
PersonX does not sell PersonX's jewelry,PersonX sells PersonX's jewelry
PersonX does not make much sense,PersonX makes much sense
PersonX does not push PersonX's luck,PersonX pushes PersonX's luck
PersonX does not step towards PersonY,PersonX steps towards PersonY
PersonX does not vote for PersonY,PersonX votes for PersonY
PersonX does not push PersonY down,PersonX pushes PersonY down
PersonX does not send PersonY a letter,PersonX sends PersonY a letter
PersonX does not wait all day,PersonX waits all day
PersonX does not send PersonY home,PersonX sends PersonY home
PersonX does not push it,PersonX pushes it
PersonX does not make my day,PersonX makes my day
PersonX does not step up PersonX's game,PersonX steps up PersonX's game
PersonX does not send PersonY to the showers,PersonX sends PersonY to the showers
PersonX does not put PersonX's head in the sand,PersonX puts PersonX's head in the sand
PersonX does not sting by a jellyfish,PersonX stings by a jellyfish
PersonX does not send PersonY's home,PersonX sends PersonY's home
PersonX does not put PersonX's mind,PersonX puts PersonX's mind
PersonX does not make pasta,PersonX makes pasta
PersonX does not wait at home,PersonX waits at home
PersonX does not send a letter,PersonX sends a letter
PersonX does not make pasta for dinner,PersonX makes pasta for dinner
PersonX does not stir within PersonY,PersonX stirs within PersonY
PersonX does not put PersonX's mind to it,PersonX puts PersonX's mind to it
PersonX does not wait at the bus stop,PersonX waits at the bus stop
PersonX does not stop at a store,PersonX stops at a store
PersonX does not stop at the store,PersonX stops at the store
PersonX does not put PersonX's pants on PersonX leg at a time,PersonX puts PersonX's pants on PersonX leg at a time
PersonX does not wait for PersonY answer,PersonX waits for PersonY answer
PersonX does not put PersonX's phone,PersonX puts PersonX's phone
PersonX does not stop being friends,PersonX stops being friends
PersonX does not wait for PersonY's answer,PersonX waits for PersonY's answer
PersonX does not stop being friends with PersonY,PersonX stops being friends with PersonY
PersonX does not wait on PersonY,PersonX waits on PersonY
PersonX does not put PersonX's phone away,PersonX puts PersonX's phone away
PersonX does not make perfect,PersonX makes perfect
PersonX does not wait tables,PersonX waits tables
PersonX does not put PersonY down,PersonX puts PersonY down
PersonX does not walk PersonY to PersonX's car,PersonX walks PersonY to PersonX's car
PersonX does not make perfect sense,PersonX makes perfect sense
PersonX does not stop but PersonY did n't listen,PersonX stops but PersonY did n't listen
PersonX does not put PersonY in mind,PersonX puts PersonY in mind
PersonX does not walk PersonY to PersonZ's car,PersonX walks PersonY to PersonZ's car
PersonX does not put PersonY in the oven,PersonX puts PersonY in the oven
PersonX does not put PersonY to death,PersonX puts PersonY to death
PersonX does not make some cookies,PersonX makes some cookies
PersonX does not walk barefoot,PersonX walks barefoot
PersonX does not stop calling PersonY,PersonX stops calling PersonY
PersonX does not sentence PersonY,PersonX sentences PersonY
PersonX does not set PersonY off,PersonX sets PersonY off
PersonX does not put PersonY to use,PersonX puts PersonY to use
PersonX does not stop dead in PersonY's tracks,PersonX stops dead in PersonY's tracks
PersonX does not walk behind PersonY,PersonX walks behind PersonY
PersonX does not put PersonY together,PersonX puts PersonY together
PersonX does not set PersonY up,PersonX sets PersonY up
PersonX does not put PersonY's head down,PersonX puts PersonY's head down
PersonX does not walk humbly with PersonX's god,PersonX walks humbly with PersonX's god
PersonX does not make some pasta,PersonX makes some pasta
PersonX does not set the table,PersonX sets the table
PersonX does not storm out of the blocks,PersonX storms out of the blocks
PersonX does not walk humbly with PersonY's god,PersonX walks humbly with PersonY's god
PersonX does not make thanksgiving dinner,PersonX makes thanksgiving dinner
PersonX does not put PersonY's lights out,PersonX puts PersonY's lights out
PersonX does not set the thames on fire,PersonX sets the thames on fire
PersonX does not stretch out PersonX's hand,PersonX stretches out PersonX's hand
PersonX does not put PersonY's mind at ease,PersonX puts PersonY's mind at ease
PersonX does not make that mistake,PersonX makes that mistake
PersonX does not set things right,PersonX sets things right
PersonX does not make that mistake again,PersonX makes that mistake again
PersonX does not walk in front of PersonY,PersonX walks in front of PersonY
PersonX does not shake PersonY's heads,PersonX shakes PersonY's heads
PersonX does not make the cookies,PersonX makes the cookies
PersonX does not walk in the park,PersonX walks in the park
PersonX does not shake the pagoda tree,PersonX shakes the pagoda tree
PersonX does not study as much,PersonX studies as much
PersonX does not walk in the room,PersonX walks in the room
PersonX does not study as much as PersonY could,PersonX studies as much as PersonY could
PersonX does not make the shot,PersonX makes the shot
PersonX does not walk instead,PersonX walks instead
PersonX does not walk into PersonY's room,PersonX walks into PersonY's room
PersonX does not study extra,PersonX studies extra
PersonX does not make the team,PersonX makes the team
PersonX does not put PersonY's phone,PersonX puts PersonY's phone
PersonX does not walk to PersonX's room,PersonX walks to PersonX's room
PersonX does not study extra hard,PersonX studies extra hard
PersonX does not put bread in the toaster,PersonX puts bread in the toaster
PersonX does not walk to PersonY's car,PersonX walks to PersonY's car
PersonX does not put everything,PersonX puts everything
PersonX does not make the team though,PersonX makes the team though
PersonX does not walk to PersonY's room,PersonX walks to PersonY's room
PersonX does not study for PersonX's exam,PersonX studies for PersonX's exam
PersonX does not make too much noise,PersonX makes too much noise
PersonX does not put everything together,PersonX puts everything together
PersonX does not study for PersonX's math test,PersonX studies for PersonX's math test
PersonX does not make up the numbers,PersonX makes up the numbers
PersonX does not walk to the bathroom,PersonX walks to the bathroom
PersonX does not put it all together,PersonX puts it all together
PersonX does not study for a quiz,PersonX studies for a quiz
PersonX does not walk to the car,PersonX walks to the car
PersonX does not meet PersonX's father,PersonX meets PersonX's father
PersonX does not share PersonX's experience,PersonX shares PersonX's experience
PersonX does not study for an exam,PersonX studies for an exam
PersonX does not put it in PersonX's purse,PersonX puts it in PersonX's purse
PersonX does not walk to the park,PersonX walks to the park
PersonX does not share PersonY experience,PersonX shares PersonY experience
PersonX does not meet PersonX's goal,PersonX meets PersonX's goal
PersonX does not share and share alike,PersonX shares and share alike
PersonX does not put it in PersonY's purse,PersonX puts it in PersonY's purse
PersonX does not study with PersonY,PersonX studies with PersonY
PersonX does not walk up behind PersonY,PersonX walks up behind PersonY
PersonX does not meet PersonX's husband,PersonX meets PersonX's husband
PersonX does not suit PersonY's purposes,PersonX suits PersonY's purposes
PersonX does not put it in a box,PersonX puts it in a box
PersonX does not shed PersonX's blood,PersonX sheds PersonX's blood
PersonX does not want PersonY to come,PersonX wants PersonY to come
PersonX does not surprise PersonX's family,PersonX surprises PersonX's family
PersonX does not meet PersonX's standards,PersonX meets PersonX's standards
PersonX does not put it in the oven,PersonX puts it in the oven
PersonX does not meet PersonY at the gym,PersonX meets PersonY at the gym
PersonX does not put it together,PersonX puts it together
PersonX does not swing for the fences,PersonX swings for the fences
PersonX does not shield PersonY's eyes,PersonX shields PersonY's eyes
PersonX does not meet PersonY father,PersonX meets PersonY father
PersonX does not put on PersonX's hat,PersonX puts on PersonX's hat
PersonX does not swing the bat,PersonX swings the bat
PersonX does not shout PersonY's name,PersonX shouts PersonY's name
PersonX does not meet PersonY for dinner,PersonX meets PersonY for dinner
PersonX does not put on PersonY's hat,PersonX puts on PersonY's hat
PersonX does not shove PersonY back,PersonX shoves PersonY back
PersonX does not switch PersonX's major,PersonX switches PersonX's major
PersonX does not meet PersonY for lunch,PersonX meets PersonY for lunch
PersonX does not put out feelers,PersonX puts out feelers
PersonX does not show PersonX's mother,PersonX shows PersonX's mother
PersonX does not take PersonX's laptop,PersonX takes PersonX's laptop
PersonX does not meet PersonY husband,PersonX meets PersonY husband
PersonX does not put out to pasture,PersonX puts out to pasture
PersonX does not show PersonY effect,PersonX shows PersonY effect
PersonX does not take PersonX's outside,PersonX takes PersonX's outside
PersonX does not meet PersonY need,PersonX meets PersonY need
PersonX does not put the phone,PersonX puts the phone
PersonX does not show PersonY's mother,PersonX shows PersonY's mother
PersonX does not take PersonX's stand,PersonX takes PersonX's stand
PersonX does not meet PersonY's father,PersonX meets PersonY's father
PersonX does not put the phone away,PersonX puts the phone away
PersonX does not take PersonX's watch off,PersonX takes PersonX's watch off
PersonX does not show a leg,PersonX shows a leg
PersonX does not show and tell,PersonX shows and tell
PersonX does not meet PersonY's friends,PersonX meets PersonY's friends
PersonX does not put the top,PersonX puts the top
PersonX does not take PersonY decision,PersonX takes PersonY decision
PersonX does not show schematically in fig,PersonX shows schematically in fig
PersonX does not meet PersonY's husband,PersonX meets PersonY's husband
PersonX does not show schematically in figure,PersonX shows schematically in figure
PersonX does not want a car,PersonX wants a car
PersonX does not take PersonY everywhere,PersonX takes PersonY everywhere
PersonX does not put upon PersonY,PersonX puts upon PersonY
PersonX does not meet PersonY's standards,PersonX meets PersonY's standards
PersonX does not take PersonY example,PersonX takes PersonY example
PersonX does not shrug PersonY's shoulders,PersonX shrugs PersonY's shoulders
PersonX did not quickly fell,PersonX quickly fell
PersonX does not meet for dinner,PersonX meets for dinner
PersonX does not want a cat,PersonX wants a cat
PersonX did not quickly fell in love,PersonX quickly fell in love
PersonX does not meet friends,PersonX meets friends
PersonX does not take PersonY in PersonY's arms,PersonX takes PersonY in PersonY's arms
PersonX does not want another one,PersonX wants another one
PersonX does not meet some friends,PersonX meets some friends
PersonX does not take PersonY on a hike,PersonX takes PersonY on a hike
PersonX does not shut the door,PersonX shuts the door
PersonX does not want ice cream,PersonX wants ice cream
PersonX does not meet someone,PersonX meets someone
PersonX does not shut the door behind PersonY,PersonX shuts the door behind PersonY
PersonX does not want money,PersonX wants money
PersonX does not meet someone new,PersonX meets someone new
PersonX does not sing PersonX's heart,PersonX sings PersonX's heart
PersonX did not quickly go,PersonX quickly went
PersonX does not meet the band,PersonX meets the band
PersonX does not take PersonY outside,PersonX takes PersonY outside
PersonX does not want so badly,PersonX wants so badly
PersonX does not sing PersonX's heart out,PersonX sings PersonX's heart out
PersonX does not meet the love of PersonX's life,PersonX meets the love of PersonX's life
PersonX does not race out of the traps,PersonX races out of the traps
PersonX does not sit across,PersonX sits across
PersonX does not take PersonY place,PersonX takes PersonY place
PersonX does not want some ice cream,PersonX wants some ice cream
PersonX does not rain cats and dogs,PersonX rains cats and dogs
PersonX does not sit across from PersonY,PersonX sits across from PersonY
PersonX does not want to be an actor,PersonX wants to be an actor
PersonX does not take PersonY stand,PersonX takes PersonY stand
PersonX does not rain on PersonX's parade,PersonX rains on PersonX's parade
PersonX does not take PersonY step,PersonX takes PersonY step
PersonX does not want to come,PersonX wants to come
PersonX does not sit and watch,PersonX sits and watch
PersonX does not mince words,PersonX minces words
PersonX does not raise PersonY,PersonX raises PersonY
PersonX does not take PersonY to the er,PersonX takes PersonY to the er
PersonX does not want to come back,PersonX wants to come back
PersonX does not miss PersonY,PersonX misses PersonY
PersonX does not take PersonY up on the offer,PersonX takes PersonY up on the offer
PersonX does not raise PersonY's glass,PersonX raises PersonY's glass
PersonX does not sit at PersonY's feet,PersonX sits at PersonY's feet
PersonX does not want to fly,PersonX wants to fly
PersonX does not miss PersonY a lot,PersonX misses PersonY a lot
PersonX does not sit at the dinning room table,PersonX sits at the dinning room table
PersonX does not reach PersonX's potential,PersonX reaches PersonX's potential
PersonX does not sit behind PersonY,PersonX sits behind PersonY
PersonX does not want to hurt PersonY,PersonX wants to hurt PersonY
PersonX does not take PersonY view,PersonX takes PersonY view
PersonX does not reach PersonY's ears,PersonX reaches PersonY's ears
PersonX does not sit down across from PersonY,PersonX sits down across from PersonY
PersonX does not take PersonY's laptop,PersonX takes PersonY's laptop
PersonX does not want to kiss PersonY,PersonX wants to kiss PersonY
PersonX does not sit down next to PersonY,PersonX sits down next to PersonY
PersonX does not reach around PersonY,PersonX reaches around PersonY
PersonX does not miss class,PersonX misses class
PersonX does not sit in PersonY's lap,PersonX sits in PersonY's lap
PersonX does not take PersonY's outside,PersonX takes PersonY's outside
PersonX does not want to learn,PersonX wants to learn
PersonX does not sit next to PersonY,PersonX sits next to PersonY
PersonX does not reach behind PersonY,PersonX reaches behind PersonY
PersonX does not miss school,PersonX misses school
PersonX does not sit next to PersonY in class,PersonX sits next to PersonY in class
PersonX does not want to learn a new language,PersonX wants to learn a new language
PersonX does not take PersonY's place,PersonX takes PersonY's place
PersonX does not miss work,PersonX misses work
PersonX does not reach exiting customers,PersonX reaches exiting customers
PersonX does not sit on PersonY's couch,PersonX sits on PersonY's couch
PersonX does not want to learn how to cook,PersonX wants to learn how to cook
PersonX does not mix it up,PersonX mixes it up
PersonX does not read PersonX's diary,PersonX reads PersonX's diary
PersonX does not sit on PersonY's lap,PersonX sits on PersonY's lap
PersonX does not want to learn how to draw,PersonX wants to learn how to draw
PersonX does not move PersonX's car,PersonX moves PersonX's car
PersonX does not want to learn how to drive,PersonX wants to learn how to drive
PersonX does not sit patiently,PersonX sits patiently
PersonX does not take PersonY's stand,PersonX takes PersonY's stand
PersonX does not read PersonY's diary,PersonX reads PersonY's diary
PersonX does not sit together,PersonX sits together
PersonX does not want to learn how to play the guitar,PersonX wants to learn how to play the guitar
PersonX does not take PersonY's toll,PersonX takes PersonY's toll
PersonX does not move PersonY's car,PersonX moves PersonY's car
PersonX does not want to learn how to play the piano,PersonX wants to learn how to play the piano
PersonX does not read the note,PersonX reads the note
PersonX does not sit with PersonY at lunch,PersonX sits with PersonY at lunch
PersonX does not want to learn how to sew,PersonX wants to learn how to sew
PersonX does not move in with PersonY,PersonX moves in with PersonY
PersonX does not realize PersonY,PersonX realizes PersonY
PersonX does not take PersonY's watch off,PersonX takes PersonY's watch off
PersonX does not move out on PersonX's own,PersonX moves out on PersonX's own
PersonX does not want to learn how to sing,PersonX wants to learn how to sing
PersonX does not realize PersonY was lost,PersonX realizes PersonY was lost
PersonX does not skateboard with PersonX's friends,PersonX skateboards with PersonX's friends
PersonX does not take a bow,PersonX takes a bow
PersonX does not realize something,PersonX realizes something
PersonX does not move past PersonY,PersonX moves past PersonY
PersonX does not take a cruise,PersonX takes a cruise
PersonX does not move the car,PersonX moves the car
PersonX does not take a hike,PersonX takes a hike
PersonX does not take a hike in the woods,PersonX takes a hike in the woods
PersonX does not realize that PersonY was lost,PersonX realizes that PersonY was lost
PersonX does not move to florida,PersonX moves to florida
PersonX does not skateboard with PersonY's friends,PersonX skateboards with PersonY's friends
PersonX does not want to learn how to swim,PersonX wants to learn how to swim
PersonX does not take a leaf out of PersonY's book,PersonX takes a leaf out of PersonY's book
PersonX does not really love PersonY,PersonX really love PersonY
PersonX does not skate around,PersonX skates around
PersonX does not want to learn karate,PersonX wants to learn karate
