neg_event,event
PersonX stands up straight,PersonX leans back
PersonX falls over,PersonX leans back against the wall
PersonX hunches over the desk,PersonX leans back in PersonY's chair
PersonX stands up from PersonY's chair.,PersonX leans back in PersonY's chair
PersonX sits straight up in PersonY's seat.,PersonX leans back in PersonY's seat
PersonX sits up in PersonY's seat.,PersonX leans back in PersonY's seat
PersonX kisses PersonY's head.,PersonX leans PersonY's head
PersonX sways PersonY's head,PersonX leans PersonY's head
PersonX pulls PersonY's head forward,PersonX leans PersonY's head back
personx hits persony in the back of the head,PersonX leans PersonY's head back
PersonX practices their instrument,PersonX learns a new instrument
PersonX forgets how to play an instrument,PersonX learns a new instrument
PersonX forgets a new language,PersonX learns a new language
PersonX forgets a new language.,PersonX learns a new language
PersonX forgets a new skill,PersonX learns a new skill
PersonX sticks to their tried and true ways,PersonX learns a new skill
PersonX learns English,PersonX learns french
PersonX becomes a mute,PersonX learns french
PersonX forgets how to bake a cake,PersonX learns how to bake a cake
PersonX cuts class,PersonX learns new things
PersonX leaves with the group.,PersonX leaves alone
PersonX stays in class.,PersonX leaves class
PersonX keeps messing with it,PersonX leaves it alone
Personx takes it from home.,PersonX leaves it alone
PersonX carries on forever.,PersonX leaves it at that
PersonX keeps at it,PersonX leaves it at that
PersonX stirs up the hornet's nest,PersonX leaves it be
PersonX picks it up.,PersonX leaves it be
PersonX gets into PersonX's car.,PersonX leaves PersonX's car
PersonX keys PersonX's car.,PersonX leaves PersonX's car
PersonX leaves PersonX's friends,PersonX leaves PersonX's family
PersonX comes to PersonX's family,PersonX leaves PersonX's family
PersonX marries PersonX's husband,PersonX leaves PersonX's husband
PersonX stays with PersonX's husband,PersonX leaves PersonX's husband
PersonX accompanies PersonY,PersonX leaves PersonY alone
PersonX is insanely loyal to PersonY,PersonX leaves PersonY high and dry
PersonX helps PersonY out.,PersonX leaves PersonY high and dry
PersonX stays with PersonY,PersonX leaves PersonY time
PersonX tells PersonY to hurry up.,PersonX leaves PersonY time
PersonX bothers PersonY non-stop,PersonX leaves PersonY's alone
PersonX bothers PersonY,PersonX leaves PersonY's alone
PersonX stays in PersonY's backseat,PersonX leaves PersonY's car
PersonX stays in PersonY's car.,PersonX leaves PersonY's car
PersonX gets on a bike,PersonX leaves the car
PersonX stays in the car,PersonX leaves the car
PersonX finds a seat in class,PersonX leaves the class
PersonX stayed enrolled.,PersonX leaves the class
PersonX enters the library,PersonX leaves the library
PersonX enters the library.,PersonX leaves the library
PersonY sticks around the scene.,PersonX leaves the scene
PersonX sticks around.,PersonX leaves the scene
PersonX stays at the table,PersonX leaves the table
PersonX sits at the table,PersonX leaves the table
PersonX is very secretive.,PersonX lets PersonY see
PersonX blocks PersonY's view,PersonX lets PersonY see
PersonX attacks PersonY's guard,PersonX lets PersonY's guard
PersonX keeps PersonY's guard up.,PersonX lets PersonY's guard down
PersonX licks a lollipop given to them by PersonY,PersonX licks PersonY's balls
PersonX licks PersonY's pussy,PersonX licks PersonY's balls
PersonX pulls down PersonY's arms,PersonX lifts PersonY's arms
PersonX puts down PersonY's arms,PersonX lifts PersonY's arms
PersonX weighs down PersonY's leg.,PersonX lifts PersonY's leg
PersonX lifts PersonY's arm,PersonX lifts PersonY's leg
PersonX lights a cigarette,PersonX lights a candle
PersonX extinguishes a candle,PersonX lights a candle
PersonX hates smokers,PersonX lights another cigarette
PersonX puts out a cigarette,PersonX lights another cigarette
PersonX turns the lights off on Person Y.,PersonX lights PersonY
PersonX extinguishes PersonY.,PersonX lights PersonY
PersonX hates an old man,PersonX likes a girl
PersonX hates a girl,PersonX likes a girl
PersonX hates cheese,PersonX likes cheese
PersonX hates cheese.,PersonX likes cheese
PersonX likes steak,PersonX likes fish
PersonX despises fish,PersonX likes fish
PersonX hates hiking,PersonX likes hiking
PersonX complains about getting blisters while hiking.,PersonX likes hiking
PersonX hates the movie.,PersonX likes the movie
PersonX fell asleep during the movie.,PersonX likes the movie
PersonX enjoys grocery shopping,PersonX likes to fish
PersonX likes to bake,PersonX likes to fish
PersonX likes to spend their days at home,PersonX likes to travel
PersonX is a homebody.,PersonX likes to travel
PersonX lit a juul,PersonX lit another cigarette
PersonX gives up smoking for good,PersonX lit another cigarette
PersonX lives across the street,PersonX lives next door
PersonX lives far away.,PersonX lives next door
PersonX lives all alone,PersonX lives side by side
PersonX dies side by side,PersonX lives side by side
PersonX appears relaxed.,PersonX looks angry
PersonX looks happy.,PersonX looks angry
PersonX looks like PersonX has lost a million dollars.,PersonX looks as if PersonX has lost a shilling and found sixpence
PersonX looks as if PersonX has lost a dollar and found sixpence,PersonX looks as if PersonX has lost a shilling and found sixpence
PersonX looks at PersonY's feet,PersonX looks at PersonY's face
PersonX looks amazing,PersonX looks awful
PersonX is glowing.,PersonX looks awful
PersonX looks worse.,PersonX looks better
PersonX is progressing for the worst.,PersonX looks better
PersonX walks into traffic.,PersonX looks both ways
PersonX looks to the left.,PersonX looks both ways
PersonX looks the same,PersonX looks different
PersonX looks in PersonX's nightstand,PersonX looks in PersonX's cupboard
PersonX is oblivious to the cupboard's contents.,PersonX looks in PersonX's cupboard
PersonX looks in PersonY's fridge,PersonX looks in PersonY's cupboard
PersonX looks in the bathroom.,PersonX looks in the pantry
PersonX looks professional,PersonX looks like a fool
PersonX is highly respected,PersonX looks like a fool
PersonX looks like a woman.,PersonX looks like a man
PersonsX looks like a woman.,PersonX looks like a man
PersonX is a different gender than PersonY,PersonX looks like a PersonY
PersonX looks like a athlete,PersonX looks like a tourist
PersonX looks like a native,PersonX looks like a tourist
PersonX looks like a man,PersonX looks like a woman
PersonX looks like an angel.,PersonX looks like an idiot
PersonX looks really intelligent,PersonX looks like an idiot
PersonX looks amazingly wonderful.,PersonX looks like crap
PersonX looks like perfection,PersonX looks like crap
PersonX looks very realistic,PersonX looks like figure
PersonX looks like shapeless blob,PersonX looks like figure
PersonX looks boring,PersonX looks like fun
PersonX is very dull.,PersonX looks like fun
PersonX looks like heaven,PersonX looks like hell
PersonX looks good,PersonX looks like hell
PersonX looks like  a dog,PersonX looks like men
PersonX looks like a child,PersonX looks like men
PersonX looks sick,PersonX looks like new
PersonX looks like an old man,PersonX looks like new
PersonX looks different from PersonY.,PersonX looks like PersonY
PersonX looks like nobody,PersonX looks like someone
PersonX have very unique features,PersonX looks like something
PersonX is an ordinary person,PersonX looks like something
PersonX looks like they were staying,PersonX looks like was going
PersonX looks like was staying.,PersonX looks like was going
PersonX looks through PersonY's face,PersonX looks on PersonY's face
PersonX looks PersonY in the back,PersonX looks PersonY in the face
PersonX looks away from PersonY.,PersonX looks PersonY's way
PersonX looks gleeful.,PersonX looks sad
PersonX looks happy,PersonX looks sad
personx keeps focused,PersonX looks the other way
PersonX looks straight ahead,PersonX looks the other way
PersonX's weight has stabilized.,PersonX loses 100 pounds
PersonX gains 100 pounds.,PersonX loses 100 pounds
PersonX loses PersonX's wallet,PersonX loses PersonX's sense
PersonX gains PersonX's sense.,PersonX loses PersonX's sense
PersonX regains PersonX's vision after an accident,PersonX loses PersonX's sight
PersonX gets to see PersonX,PersonX loses PersonX's sight
PersonX finds PersonY.,PersonX loses PersonY
PersonX has PersonY,PersonX loses PersonY
PersonX calms PersonY's temper.,PersonX loses PersonY temper
PersonX thanks PesonY,PersonX loses PersonY temper
PersonX finds PersonY's dog,PersonX loses PersonY's dog
PersonX returns PersonY's lost dog.,PersonX loses PersonY's dog
PersonX makes PersonY calm,PersonX loses PersonY's temper
PersonX helps control PersonY's temper,PersonX loses PersonY's temper
PersonX returns PersonY's wallet.,PersonX loses PersonY's wallet
PersonX finds PersonY's wallet.,PersonX loses PersonY's wallet
PersonX keeps PersonY in view.,PersonX loses sight of PersonY
PersonX keeps an eye on PersonY,PersonX loses sight of PersonY
PersonX gains thirty pounds,PersonX loses thirty pounds
PersonX gains thirty pounds.,PersonX loses thirty pounds
PersonX keeps track of what time it is,PersonX loses track of the time
PersonX kills time.,PersonX loses track of the time
PersonX won track of time,PersonX loses track of time
PersonX watches the clock,PersonX loses track of time
PersonX eats a bunch of cake.,PersonX loses twenty pounds
PersonX gains 20 pounds.,PersonX loses twenty pounds
PersonX hates desserts.,PersonX loves cake
PersonX loves salad.,PersonX loves cake
PersonX hates football.,PersonX loves football
PersonX turns off football.,PersonX loves football
PersonX loves salad,PersonX loves meat
PersonX is afraid of dogs.,PersonX loves PersonX's dog
PersonX hates PersonX's dog,PersonX loves PersonX's dog
PersonX hates PersonX's work.,PersonX loves PersonX's work
Personx hates persony more than anything,PersonX loves PersonY more than anything
PersonX hates PersonY more than anything,PersonX loves PersonY more than anything
PersonX hates PersonY with all of PersonX's heart,PersonX loves PersonY with all my heart
PersonX despises persony.,PersonX loves PersonY with all my heart
PersonX hates PersonY's dog,PersonX loves PersonY's dog
PersonX loves PersonY's cat,PersonX loves PersonY's dog
PersonX thinks PersonY's work is terrible.,PersonX loves PersonY's work
PersonX hates PersonY's work.,PersonX loves PersonY's work
PersonX hates reading,PersonX loves reading
PersonX is illiterate,PersonX loves reading
PersonX hates riding PersonX's bike.,PersonX loves riding PersonX's bike
PersonX hates riding PersonY's bike,PersonX loves riding PersonY's bike
PersonX loves driving PersonY's car.,PersonX loves riding PersonY's bike
PersonX hates shoes,PersonX loves shoes
PersonX loves jackets,PersonX loves shoes
PersonX loves salty foods,PersonX loves sweets
PersonX  likes savory food.,PersonX loves sweets
PersonX is disgusted by the cake.,PersonX loves the cake
PersonX hates sweets,PersonX loves the cake
PersonX loves the cat,PersonX loves the dog
PersonX hates the dog.,PersonX loves the dog
PersonX experience was awful.,PersonX loves the experience
PersonX hates new experiences,PersonX loves the experience
PersonX hates the meal.,PersonX loves the meal
PersonX hates the meal,PersonX loves the meal
Person X hates the world,PersonX loves the world gave
PersonX wants to drill for more oil,PersonX loves the world gave
PersonX loves to clean.,PersonX loves to garden
PersonX hate to skateboard,PersonX loves to skateboard
PersonX hates to skateboard,PersonX loves to skateboard
PersonX hates the water,PersonX loves to surf
PersonX hates to surf,PersonX loves to surf
PersonX mails single items,PersonX mails PersonY in bulk
PersonX mails PersonY one at a time,PersonX mails PersonY in bulk
PersonX messes up PersonY equilibrium,PersonX maintains PersonY equilibrium
Person X makes Person Y wobble.,PersonX maintains PersonY equilibrium
PersonX stays exactly the same.,PersonX makes a change
PersonX stays the same,PersonX makes a change
PersonX cancels a date,PersonX makes a date
PersonX makes a fortune.,PersonX makes a deal
PersonX excels,PersonX makes a mistake
PersonX gets everything right.,PersonX makes a mistake
PersonX gets a score of zero.,PersonX makes a perfect score
PersonX bought a salad already made.,PersonX makes a salad
PersonX makes a burger,PersonX makes a salad
PersonX misses a shot,PersonX makes a shot
PersonX listens to a speech,PersonX makes a speech
PersonX goes straight,PersonX makes a turn
PersonX goes straight ahead.,PersonX makes a turn
PersonX follows directions,PersonX makes arrangements
PersonX breaks bread,PersonX makes bread
PersonX takes bread,PersonX makes bread
PersonX eats cakes,PersonX makes cakes
PersonX makes cookies,PersonX makes cakes
PersonX keeps their distance,PersonX makes contact
PersonX burns cookies.,PersonX makes cookies
PersonX eats cookies,PersonX makes cookies
PersonX is lazy,PersonX makes every effort
PersonX makes one bracelet.,PersonX makes friendship bracelets
PersonX falls into a coma,PersonX makes it through the day
PersonX dies during the day,PersonX makes it through the day
PersonX separates lemonade ingredients.,PersonX makes lemonade
PersonX buys lemonade,PersonX makes lemonade
PersonX is broke.,PersonX makes much money
PersonX earns a small amount of money,PersonX makes much money
PersonX is a crazy person.,PersonX makes much sense
PersonX ruins my day,PersonX makes my day
PersonX makes me cry,PersonX makes my day
PersonX orders takeout,PersonX makes pasta
PersonX makes soup,PersonX makes pasta
PersonX makes pizza for dinner,PersonX makes pasta for dinner
PersonX makes mistakes,PersonX makes perfect
PersonX makes perfect sense,PersonX makes perfect sense
PersonX forgot to make PersonX arrangements,PersonX makes PersonX's arrangements
PersonX has overstayed their welcome,PersonX makes PersonX's exit
PersonX is escorted out,PersonX makes PersonX's exit
PersonX remains unnoticed.,PersonX makes PersonX's mark
PersonX erases PersonX's mark.,PersonX makes PersonX's mark
PersonX is a disappointment to PersonX's parents,PersonX makes PersonX's parents proud
PersonX embarasses PersonX's parents,PersonX makes PersonX's parents proud
Person X has crippling stage fright,PersonX makes PersonX's speech
PersonX freezes in Personx's speech,PersonX makes PersonX's speech
PersonX takes PersonY's things,PersonX makes PersonY a present
PersonX buys PersonY a present,PersonX makes PersonY a present
PersonX breaks PersonY alliance,PersonX makes PersonY alliance
Person X breaks bond with person Y,PersonX makes PersonY alliance
PersonX accepts what PersonY has to say,PersonX makes PersonY appeal
PersonX calms PersonY down,PersonX makes PersonY argument
PersonX makes PersonY clean,PersonX makes PersonY argument
PersonX schedules the wrong thing for persony.,PersonX makes PersonY arrangements
PersonY makes PersonX assault,PersonX makes PersonY assault
PersonX lets PersonY stay the same,PersonX makes PersonY change
PersonX lets PersonY alone.,PersonX makes PersonY change
PersonX buys PersonY concessions,PersonX makes PersonY concessions
PersonX takes PersonY connection,PersonX makes PersonY connection
PersonX keeps their distance from PersonY,PersonX makes PersonY connection
PersonX makes PersonY feel welcomed,PersonX makes PersonY part
PersonX makes PersonY weaker,PersonX makes PersonY resistance
PersonX makes PersonY cry,PersonX makes PersonY smile
PersonX makes PersonY cry.,PersonX makes PersonY smile
PersonX makes PersonX sick.,PersonX makes PersonY well
PersonX makes PersonY sick,PersonX makes PersonY well
PersonX ruins PersonY's arrangements,PersonX makes PersonY's arrangements
PersonX ruins PersonY's day,PersonX makes PersonY's day
PersonX disappoints PersonY,PersonX makes PersonY's day
PersonX makes PersonY sad.,PersonX makes PersonY's smile
PersonX makes PersonY's frown,PersonX makes PersonY's smile
Person X makes some cake,PersonX makes some cookies
PersonX buys some cookies.,PersonX makes some cookies
PersonX is on keto diet.,PersonX makes some pasta
PersonX burns some pasta,PersonX makes some pasta
PersonX makes Easter dinner.,PersonX makes thanksgiving dinner
PersonX performs perfectly,PersonX makes that mistake
PersonX is dilligent,PersonX makes that mistake again
PersonX eats the cookies,PersonX makes the cookies
PersonX misses,PersonX makes the shot
PersonX missed the shot.,PersonX makes the shot
PersonX gets cut from the team.,PersonX makes the team
PersonX lost for the team.,PersonX makes the team
PersonX is very quiet,PersonX makes too much noise
PersonX is completely silent.,PersonX makes too much noise
PersonX gathers the numbers.,PersonX makes up the numbers
PersonX tells statistical numbers only,PersonX makes up the numbers
PersonX flaked on dinner.,PersonX meets for dinner
PersonX eats dinner at home alone.,PersonX meets for dinner
PersonX meets enemies,PersonX meets friends
PersonX dreams of meeting PersonX's father,PersonX meets PersonX's father
PersonX is behind schedule,PersonX meets PersonX's goal
PersonX meets PersonX's wife.,PersonX meets PersonX's husband
PersonX meets PersonY at the bar,PersonX meets PersonY at the gym
PersonX goes to the gym alone,PersonX meets PersonY at the gym
PersonX meets PersonY's mother,PersonX meets PersonY father
PersonX turns away from PersonY's father.,PersonX meets PersonY father
PersonX stands up PersonY for dinner,PersonX meets PersonY for dinner
PersonX and PersonY meet for breakfast.,PersonX meets PersonY for dinner
PersonX meets PersonY for dinner.,PersonX meets PersonY for lunch
PersonX cancels with PersonY for lunch,PersonX meets PersonY for lunch
PersonX divorcese PersonY's husband.,PersonX meets PersonY husband
PersonX meets PersonY wife,PersonX meets PersonY husband
PersonX introduces PersonY's father,PersonX meets PersonY's father
PersonY meets PersonX's friends.,PersonX meets PersonY's friends
PersonX meets PersonY's wife,PersonX meets PersonY's husband
PersonX is too wild for PersonY,PersonX meets PersonY's standards
PersonX meets some co workers,PersonX meets some friends
PersonX misses someone,PersonX meets someone
PersonX turns down dates,PersonX meets someone
PersonX hangs out with an old friend.,PersonX meets someone new
PersonX meets someone familiar,PersonX meets someone new
PersonX stays home alone.,PersonX meets the band
PersonX gets a dog,PersonX meets the love of PersonX's life
PersonX will be away from PersonX's love for a long time,PersonX meets the love of PersonX's life
PersonX tells only true words,PersonX minces words
PersonX attends class,PersonX misses class
PersonX makes it to class,PersonX misses class
PersonX wants PersonY to go away,PersonX misses PersonY
PersonX is glad to be rid of PersonY.,PersonX misses PersonY
PersonX doesnt miss PersonY alot,PersonX misses PersonY a lot
PersonX starts school,PersonX misses school
PersonX is first at school,PersonX misses school
PersonX completes work,PersonX misses work
PersonX is unemployed,PersonX misses work
PersonX separates everything into groups.,PersonX mixes it up
PersonX gets it right,PersonX mixes it up
PersonX moves out of PersonY's house,PersonX moves in with PersonY
PersonX divorces PersonY,PersonX moves in with PersonY
PersonX moves in with PersonY,PersonX moves out on PersonX's own
PersonX moves out on PersonX's friends,PersonX moves out on PersonX's own
PersonX runs into PersonY,PersonX moves past PersonY
PersonX leaves PersonX's car alone,PersonX moves PersonX's car
PersonX leaves PersonX's car alone.,PersonX moves PersonX's car
PersonX cant drive,PersonX moves PersonY's car
PersonX leaves PersonY's car.,PersonX moves PersonY's car
PersonX parks the car.,PersonX moves the car
PersonX parks the car,PersonX moves the car
PersonX leaves Florida,PersonX moves to florida
PersonX gets kicked out of their home,PersonX moves to florida
PersonX fixes it easily.,PersonX must fix manually
PersonX allows it to adjust automatically,PersonX must fix manually
PersonX names the films PersonY is most ashamed of,PersonX names the films PersonY is most proud of
PersonX is clean as a whistle,PersonX needs a bath
PersonX just took a bath.,PersonX needs a bath
PersonX made all A's!,PersonX needs a good grade
PersonX is auditing a class,PersonX needs a good grade
Person X needs some work,PersonX needs a lot of work
PersonX is perfect,PersonX needs a lot of work
PersonX is British royalty,PersonX never been on one
PersonX has been on one more times than they can count,PersonX never been on one before
PersonX has been on many times.,PersonX never been on one before
PersonX has been to many.,PersonX never been to one
PersonX goes every weekend,PersonX never been to one
PersonX has been to many in the past.,PersonX never been to one before
PersonX always goes to one,PersonX never been to one before
PersonX always lost,PersonX never lost
PersonY obsesses over PersonX.,PersonX never occurred to PersonY
PersonX was constantly in PersonY's mind.,PersonX never occurred to PersonY
PersonX does PersonY some favours,PersonX not does PersonY any favours
PersonX brow-noses PersonY,PersonX not does PersonY any favours
PersonX knows which end is up,PersonX not knows which end is up
PersonX notices a familiar smell,PersonX notices a strange smell
PersonX ignores the strange smell,PersonX notices a strange smell
PersonX lost some money,PersonX notices a wallet
PersonX is oblivious to the wallet,PersonX notices a wallet
PersonX mutes the television.,PersonX notices an ad
PersonX smells an ad,PersonX notices an ad
PersonX kills it.,PersonX nurses it back to health
PersonX infects it,PersonX nurses it back to health
PersonX tells PersonY to go to the doctor,PersonX nurses PersonY back
PersonX makes PersonY sicker,PersonX nurses PersonY back
PersonX waits for PersonY to die.,PersonX nurses PersonY back to health
PersonX nurses PersonY back to death,PersonX nurses PersonY back to health
PersonX asks PersonY's opinion,PersonX offer PersonY opinion
PersonX keeps their opinion from PersonY.,PersonX offer PersonY opinion
PersonX offers to ignore PersonY,PersonX offer to teach PersonY
PersonX breaks doors,PersonX opens doors
PersonX slams doors,PersonX opens doors
PersonX closes PersonX's doors,PersonX opens PersonX's doors
PersonX closes PersonX's doors.,PersonX opens PersonX's doors
PersonX closes PersonX's legs.,PersonX opens PersonX's legs
PersonX tightens PersonX's legs.,PersonX opens PersonX's legs
PersonX bars the door shut.,PersonX opens PersonY's doors
PersonX closes PersonY's doors,PersonX opens PersonY's doors
PersonX closes PersonY's legs.,PersonX opens PersonY's legs
PersonX put PersonY's legs together.,PersonX opens PersonY's legs
PersonX shuts the doors,PersonX opens the doors
PersonX closes the doors,PersonX opens the doors
PersonX closes the lid,PersonX opens the lid
PersonX operates outside of PersonY environment,PersonX operates in PersonY environment
PersonX operates in PersonX environment,PersonX operates in PersonY environment
PersonX eats the cake.,PersonX orders a cake
PersonX cancels a cake order,PersonX orders a cake
PersonX decides to skip dinner.,PersonX orders delivery food
PersonX cooks at home.,PersonX orders delivery food
PersonX cancels one,PersonX orders one
PersonX continues to shop around,PersonX orders one
PersonX steals from PersonY's banks,PersonX overflows PersonY's banks
PersonX steals the water from Person Y's banks.,PersonX overflows PersonY's banks
PersonX owns a cat.,PersonX owns a dog
PersonX takes a nap,PersonX paces back and forth
PersonX sleeps.,PersonX paces back and forth
PersonX dumps PersonY's bags,PersonX packs PersonY's bags
PersonX paints the town black,PersonX paints the town red
PersonX likes quiet nights at home.,PersonX paints the town red
PersonY passes around PersonX.,PersonX passes around PersonY
PersonX passes through PersonY,PersonX passes around PersonY
PersonX holds their gas in.,PersonX passes gas
PersonX fills up the car with gas,PersonX passes gas
PersonX cheats on the exam,PersonX passes the exam
PersonX passionately helped PersonY,PersonX passionately rucked PersonY
PersonX pats PersonY on the butt,PersonX pats PersonY on the head
PersonX kicks PersonY on the head.,PersonX pats PersonY on the head
PersonX  hits PersonY's head.,PersonX pats PersonY's head
PersonX punches PersonY's butt.,PersonX pats PersonY's head
PersonX dodges PersonX's taxes,PersonX pays PersonX's taxes
PersonX pays PersonX's mortgage,PersonX pays PersonX's taxes
PersonX tells PersonY how much they owe on taxes,PersonX pays PersonY taxes
PersonX is PersonY's slave.,PersonX pays PersonY well
PersonX pays PersonY poorly,PersonX pays PersonY well
PersonX withholds tax money.,PersonX pays taxes
PersonX pays a poor wage,PersonX pays very well
PersonX pays minimum wage,PersonX pays very well
PersonX pays poorly,PersonX pays well
PersonX is cheap,PersonX pays well
PersonX minds his own business,PersonX peers inside
PersonX looks outside,PersonX peers inside
PersonX picks strawberries,PersonX picks blueberries
PersonX smashes the blueberries.,PersonX picks blueberries
PersonX picks first,PersonX picks last
PersonX puts down PersonY.,PersonX picks up PersonY
PersonX forgets to pick up PersonY,PersonX picks up PersonY
PersonX pierces PersonY's ears,PersonX pierces PersonX's ears
PersonX watches a baseball game,PersonX pierces PersonX's ears
PersonX pierces PersonY's mouth,PersonX pierces PersonY's ears
PersonX leaves PersonY's ears alone,PersonX pierces PersonY's ears
PersonX saves their money,PersonX pisses money up the wall
PersonX pisses money down the wall.,PersonX pisses money up the wall
PersonX pisses down a rope,PersonX pisses up a rope
PersonX goes on a surpise trip.,PersonX plans a trip
PersonX plans to stay home,PersonX plans a trip
PersonX hired a trip planner.,PersonX plans PersonX's trip
PersonX cancels the trip,PersonX plans the trip
PersonX plays a familiar game.,PersonX plays a new game
PersonX reads a book.,PersonX plays a new game
PersonX plays the old broken instrument.,PersonX plays a new instrument
PersonX forgot how to play an old instrument,PersonX plays a new instrument
PersonX plays footbal,PersonX plays dodgeball
PersonX watches sports,PersonX plays dodgeball
PersonX plays softball,PersonX plays hardball
PersonX makes it easy.,PersonX plays hardball
PersonX competes at ballet.,PersonX plays hockey
PersonX plays video games,PersonX plays hockey
PersonX plays at home.,PersonX plays laser tag
PersonX watches many sports,PersonX plays many sports
PersonX watches PersonX's favorite game.,PersonX plays PersonX's favorite game
PersonX plays PersonX's least favorite game,PersonX plays PersonX's favorite game
PersonX plays PersonX's favorite poem,PersonX plays PersonX's favorite song
PersonX plays their least favorite song,PersonX plays PersonX's favorite song
PersonX plays PersonX's least favorite songs,PersonX plays PersonX's favorite songs
PersonX sits in silence,PersonX plays PersonX's favorite songs
PersonX studies for PersonX's test,PersonX plays PersonX's new game
PersonX plays PersonX's old game,PersonX plays PersonX's new game
PersonX plays PersonY's most hated song.,PersonX plays PersonY's favorite song
PersonX turns off PersonY's favorite song.,PersonX plays PersonY's favorite song
PersonX plays PersonX's favorite songs,PersonX plays PersonY's favorite songs
PersonX only plays songs PersonX likes,PersonX plays PersonY's favorite songs
PersonX plays PersonY's new flute,PersonX plays PersonY's new game
PersonX always needs help with something,PersonX plays the gender card
PersonX takes it down from online,PersonX posts it online
PerxonX holds in PersonX's feelings.,PersonX pours PersonX's heart
PersonX plays day and night,PersonX practices day and night
PersonX goofs off day and night,PersonX practices day and night
PersonX practices for minutes,PersonX practices for weeks
PersonX plays by the seat of their pants.,PersonX practices for weeks
PersonX misses practice,PersonX practices hard
PersonX has a natural talent,PersonX practices hard
PersonX takes naps and watches TV.,PersonX practices hard every day
PersonX slacks off at practice.,PersonX practices really hard
PersonX is lazy about practicing,PersonX practices really hard
PersonX is too shy to sing,PersonX practices singing
PersonX practices alone,PersonX practices together
PersonX practices sort of hard,PersonX practices very hard
PersonX has given up practicing anymore.,PersonX practices very hard
PersonX turns off the oven,PersonX preheats the oven
PersonX uses the microwave,PersonX preheats the oven
PersonX hides PersonX's views,PersonX presents PersonX's views
PersonX is overjoyed to have PersonY come along,PersonX prevents PersonY from coming
PersonX lets PersonY enter,PersonX prevents PersonY from entering
PersonX welcomes PersonY inside.,PersonX prevents PersonY from entering
PersonX allows PersonY to take it,PersonX prevents PersonY from taking
PersonX allows PersonY to take.,PersonX prevents PersonY from taking
PersonX frees PersonY.,PersonX prevents PersonY's escape
PersonX helps PersonY escape.,PersonX prevents PersonY's escape
PersonX helps PersonY's return,PersonX prevents PersonY's return
PersonX welcomes PersonY's return,PersonX prevents PersonY's return
PersonX closes shut,PersonX pries open
PersonX seals it shut.,PersonX pries open
PersonX puts PersonY in harm's way.,PersonX protects PersonY from harm
PersonX ignores PersonY's analysis.,PersonX provides PersonY analysis
PersonX asks PersonY for analysis.,PersonX provides PersonY analysis
PersonY provides PersonX description,PersonX provides PersonY description
PersonX takes PersonY's description,PersonX provides PersonY description
PersonX provides their own estimate,PersonX provides PersonY estimate
PersonY introduces himself,PersonX provides PersonY introduction
PersonX pulls faces,PersonX pulls faces
PersonX pushes faces,PersonX pulls faces
PersonX runs PersonX's car over,PersonX pulls PersonX's car over
PersonX merges PersonX's car into traffic.,PersonX pulls PersonX's car over
PersonX thinks is only wearing sandals,PersonX pulls PersonX's socks up
PersonX takes off PersonX's socks,PersonX pulls PersonX's socks up
PersonX pushes PersonY.,PersonX pulls PersonY
PersonX pushes PersonY,PersonX pulls PersonY
PersonX pushes PersonY's car,PersonX pulls PersonY's car
PersonX pushes PersonY's car.,PersonX pulls PersonY's car
PersonX passed by PersonY's car.,PersonX pulls PersonY's car over
PersonX tells PersonY's car to keep going,PersonX pulls PersonY's car over
PersonX swats PersonY's hand,PersonX pulls PersonY's hand
personX is alone,PersonX pulls PersonY's hand
PersonX lets PersonY touch them,PersonX pulls PersonY's hand away
PersonX holds PersonY's hand,PersonX pulls PersonY's hand away
PersonX pushes PersonY's hand away,PersonX pulls PersonY's hand back
PersonX pushes PersonY's legs,PersonX pulls PersonY's legs
PersonX is very serious with PersonY,PersonX pulls PersonY's legs
PersonX drive the car,PersonX pulls the car
PersonX gets their car towed.,PersonX pulls the car
PersonX merges into traffic.,PersonX pulls the car over
PersonX keeps on driving,PersonX pulls the car over
PersonX passes gas,PersonX pumps gas
PersonX lounges around,PersonX pumps iron
Person X pumps water,PersonX pumps iron
PersonX hits the brake abruptly.,PersonX pumps PersonX's gas
PersonX inhales PersonX's gas,PersonX pumps PersonX's gas
PersonX steals PersonY's gas,PersonX pumps PersonY's gas
PersonX siphons PersonY's gas,PersonX pumps PersonY's gas
PersonX lost his lottery ticket,PersonX purchases a lottery ticket
PersonX throws out a lottery ticket,PersonX purchases a lottery ticket
personX pulls it,PersonX pushes it
PersonX pulls it,PersonX pushes it
PersonX pulls PersonY up.,PersonX pushes PersonY down
PersonX helps PersonY up,PersonX pushes PersonY down
PersonX puts bread in the fridge,PersonX puts bread in the toaster
PersonX takes bread out of the toaster.,PersonX puts bread in the toaster
PersonX keeps everything to themselves,PersonX puts everything
PersonX throws their things anywhere,PersonX puts everything
PersonX takes it all apart,PersonX puts everything together
PersonX takes everything apart.,PersonX puts everything together
PersonX is confused,PersonX puts it all together
PersonX takes it out of a box.,PersonX puts it in a box
PersonX puts it in the car,PersonX puts it in a box
PersonX takes out of PersonX's purse,PersonX puts it in PersonX's purse
PersonX takes it out of PersonX's purse.,PersonX puts it in PersonX's purse
PersonX takes it from PersonY's purse,PersonX puts it in PersonY's purse
