neg_event,event
PersonX hits the top of PersonY's head,PersonX kisses the top of PersonY's head
PersonX walked past PersonY.,PersonX kneels beside PersonY
PersonX stands beside PersonY,PersonX kneels down beside PersonY
PersonX stands next ot PersonY,PersonX kneels next to PersonY
PersonX helps PersonY balance on his perch.,PersonX knocks PersonY off his perch
PersonX hugs PersonY.,PersonX knocks PersonY out
PersonX helps PersonY from the ground.,PersonX knocks PersonY to the ground
PersonX whispers at PersonY's door.,PersonX knocks at PersonY's door
PersonX ignores PersonY's door,PersonX knocks on PersonY's door
Most people know PersonY better.,PersonX knows PersonY better
PersonX knows her place,PersonX knows everyone
PersonX and PersonY are complete strangers.,PersonX knows everything about PersonY
PersonX knows how to break it,PersonX knows how to fix it
PersonX is confused by what PersonY was saying,PersonX knows what PersonY was talking about
PersonX takes a hated job.,PersonX lands PersonX's dream job
PersonX lands PersonY's ex girlfriend,PersonX lands PersonY's dream job
PersonX lands a plane,PersonX lands a new job
PersonX felt compassion and kept the secret.,PersonX laughs and told
PersonX goes off on PersonY,PersonX lavishes upon PersonY
PersonX stands up,PersonX lays PersonX down
PersonX picks PersonY up,PersonX lays PersonY down
PersonY lays PersonX egg.,PersonX lays PersonY egg
PersonX hires PersonY.,PersonX lays PersonY off
PersonX stood in front of PersonY,PersonX lays behind PersonY
PersonX stands away from PersonY.,PersonX lays beside PersonY
PersonX lays down alone,PersonX lays down beside PersonY
PersonX gives an appropriate amount of praise.,PersonX lays it on thick
PersonX completes the plan.,PersonX lays the groundwork
PersonX lets their team down.,PersonX leads PersonX's team to victory
PersonX fights PersonY army,PersonX leads PersonY army
PersonX leads PersonY on the right path,PersonX leads PersonY astray
PersonX pushes PersonY.,PersonX leads PersonY by the hand
PersonX leads PersonY away from the garden path,PersonX leads PersonY down the garden path
PersonX loses PersonY in the store.,PersonX leads PersonY into the room
Person X's crucial error costs Person Y's team the game.,PersonX leads PersonY's team to victory
PersonX gets PersonY fired.,PersonX leads to PersonY increase
PersonX steps away from PersonY.,PersonX leans towards PersonY
PersonX learns to dance.,PersonX learns computer programming
PersonX learns how to draw,PersonX learns how to dance
PersonX forgets how to play drums,PersonX learns how to play the drums
PersonX is a professional guitarist,PersonX learns how to play the guitar
PersonX teaches PersonY to play the violin,PersonX learns how to play the violin
PersonX forgot that PersonY was pregnant.,PersonX learns that PersonY was pregnant
PersonX fears cars.,PersonX learns to drive
PersonX buys knitted ware,PersonX learns to knit
PersonX is illiterate.,PersonX learns to read
PersonX is scared of sewing.,PersonX learns to sew
PersonX forgets how to walk.,PersonX learns to walk
PersonX makes PersonX's country their new home.,PersonX leaves PersonX's country
PersonX remains loyal to PersonX's wife.,PersonX leaves PersonX's wife
PersonX waits for PersonY to catch up.,PersonX leaves PersonY behind
PersonX leaves PersonY a sandwich,PersonX leaves PersonY in the lurch
PersonX leaves PersonY their entire fortune,PersonX leaves PersonY nothing
PersonX stays with PersonY indefinitely,PersonX leaves PersonY soon
PersonX stays with PersonY there.,PersonX leaves PersonY there
PersonX visits PersonY's country,PersonX leaves PersonY's country
PersonX stays in PersonY's house.,PersonX leaves PersonY's house
PersonX enters PersonY's house,PersonX leaves PersonY's house
PersonX takes PersonY's phone.,PersonX leaves PersonY's phone
PersonX leaves a good review.,PersonX leaves a bad review
PersonX leaves happy.,PersonX leaves in a huff
PersonX arrives at the station,PersonX leaves the station
PersonX kept bothering PersonY.,PersonX left PersonY alone
PersonX is selfish towards PersonY,PersonX lends PersonY
PersonX borrows  the money from PersonY,PersonX lends PersonY the money
PersonX saves PersonY's life,PersonX lets PersonY die
PersonX is harsh to PersonY,PersonX lets PersonY down gently
PersonX holds PersonY hostage.,PersonX lets PersonY go
PersonX lets PersonY out,PersonX lets PersonY in
PersonX ignores PersonY's knock,PersonX lets PersonY inside
PersonX lets PersonY on,PersonX lets PersonY off
PersonX keeps PersonY inside.,PersonX lets PersonY out
PersonX wakes PersonY up,PersonX lets PersonY sleep
PersonX kicks PersonY out,PersonX lets PersonY stay
PersonX lets PersonY lose.,PersonX lets PersonY win
PersonX excludes PersonY.,PersonX lets PersonY's play
PersonX tells PersonY to leave.,PersonX lets PersonY's stay
PersonX kicked PersonZ out with Person Y.,PersonX lets PersonZ's stay with PersonY
PersonX grabs PersonY,PersonX lets go of PersonY
PersonX keeps their mouth shut,PersonX lets them have it
PersonX keeps their tongue to themselves.,PersonX licks my face
PersonX stands beside PersonY.,PersonX lies at PersonY's feet
PersonX lies in wait,PersonX lies behind PersonY
PersonX stands next to PersonY,PersonX lies next to PersonY
PersonX is standing up.,PersonX lies on the ground
Person X sits on the park bench,PersonX lies on the sidewalk
PersonX is an altruistic person.,PersonX lies through PersonX's teeth
PersonX is honest with PersonY,PersonX lies to PersonY
PersonX drops PersonY,PersonX lifts PersonY
PersonX pushes PersonY's head down.,PersonX lifts PersonY head
PersonX puts PersonY's chin down.,PersonX lifts PersonY's chin
PersonX chews on PersonYs hand,PersonX lifts PersonY's hand
PersonX puts PersonY's hands down.,PersonX lifts PersonY's hands
PersonX puts PersonY's head down.,PersonX lifts PersonY's head
PersonX threatens PersonY.,PersonX likes PersonY
PersonX hates PersonY a lot,PersonX likes PersonY a lot
PersonX abhors the view of PersonY from behind.,PersonX likes PersonY back
PersonX likes rice too,PersonX likes PersonY too
PersonX likes to meet for dinner,PersonX likes to meet for lunch
PersonX ignores PersonX's mom,PersonX listens to PersonX's mom
PersonX  listens to PersonX's podcast.,PersonX listens to PersonX's music
PersonX sees  PersonY play,PersonX listens to PersonY talk
PersonX listens to the newscast,PersonX listens to PersonY's mother
PersonX listens to PersonY's words,PersonX listens to PersonY's music
PersonX tunes out PersonY's words,PersonX listens to PersonY's words
PersonX lives away from PersonY,PersonX lives along the PersonY
PersonX lives alone in the woods.,PersonX lives among people
PersonX lives next door to personY.,PersonX lives far away from PersonY
PersonX lives far away from PersonY.,PersonX lives in PersonY area
PersonX lives at PersonY's house,PersonX lives on PersonX's own
PersonX moves out from PersonX's family,PersonX lives with PersonX's family
PersonX lives with PersonX's mother,PersonX lives with PersonX's father
PersonX lives with bed bugs,PersonX lives with PersonX's husband
PersonX was self-supporting in late teens,PersonX lives with PersonX's mother
PersonX lives with PersonX's partner.,PersonX lives with PersonX's sister
PersonX leaves PersonY's mother.,PersonX lives with PersonY's mother
PersonX Lives with PersonY's brother,PersonX lives with PersonY's sister
PersonX gets the keys from the car,PersonX locks PersonY's keys in PersonX's car
Person X recovers Person Y's keys from Person y's car,PersonX locks PersonY's keys in PersonY's car
PersonX hands PersonY's the keys,PersonX locks PersonY's keys in PersonZ's car
Person X left the door open all night,PersonX locks the door behind PersonY
Most people look PersonY straight in the eye.,PersonX looks PersonY straight in the eye
PersonX looks away form PersonX's wife,PersonX looks at PersonX's wife
PersonX stared at PersonY.,PersonX looks at PersonY for a moment
PersonX ignores PersonY's friend.,PersonX looks at PersonY's friend
PersonX looks up to PersonY.,PersonX looks down upon PersonY
PersonX finds PersonY,PersonX looks for PersonY
PersonX looks away from PersonY,PersonX looks in PersonY's eyes
PersonX looks ugly.,PersonX looks pretty
PersonX looks amazing,PersonX looks silly
PersonX looks up at the sky,PersonX looks up at PersonY
PersonX looks crestfallen.,PersonX looks very happy
PersonX keeps all their friends.,PersonX loses PersonX's friend
PersonX kisses PersonX's husband.,PersonX loses PersonX's husband
PersonX gets a raise at PersonX's job.,PersonX loses PersonX's jobs
PersonX finds PersonX's mother,PersonX loses PersonX's mother
PersonX finds PersonX's son,PersonX loses PersonX's son
PersonX marries PersonX's partner,PersonX loses PersonX's wife
Person X hires Person Y to work,PersonX loses PersonY job
PersonX knows the route perfectly,PersonX loses PersonY way
PersonX finds car keys,PersonX loses PersonY's car keys
PersonX makes a huge profit for PersonY,PersonX loses PersonY's money
PersonX found PersonY's phone.,PersonX loses PersonY's phone
PersonX wins PersonY's power.,PersonX loses PersonY's power
PersonX finds PersonY's way.,PersonX loses PersonY's way
PersonX wins a bet.,PersonX loses a bet
PersonX gained a bunch of weight,PersonX loses a lot of weight
Person X wins money for Person Y,PersonX loses all of PersonY's money
PersonX stays in contact.,PersonX loses contact
PersonX wins every game,PersonX loses every game
PersonX's bet reaped a harvest of others folding their hands and quitting.,PersonX loses the bet
PersonX won the contest.,PersonX loses the contest
PersonX wins the first game,PersonX loses the first game
PersonX loathes PersonX's mother.,PersonX loves PersonX's mother
personx doesnt love persony best,PersonX loves PersonY best
PersonX feels indiferrent about PersonY,PersonX loves PersonY enough
PersonX is indifferent towards PersonY.,PersonX loves PersonY still
PersonX hates PersonY's job.,PersonX loves PersonY's job
PersonX plots against PersonY's mom,PersonX loves PersonY's mom
PersonX despises PersonY's music.,PersonX loves PersonY's music
PersonX hates PersonY's new home,PersonX loves PersonY's new home
PersonX hates school.,PersonX loves school
PersonX hates the gift,PersonX loves the gift
PersonX hates to go fishing,PersonX loves to go fishing
PersonX loves to watch baseball.,PersonX loves to play baseball
PersonX raises PersonY's head,PersonX lowers PersonY's head
Person X resigns from his job.,PersonX maintains PersonX's authority
PersonX falls out of touch with PersonY,PersonX maintains PersonY relationship
PersonX makes PersonX's own breakfast,PersonX makes PersonX's dream come true
PersonX makes PersonX's mom sad.,PersonX makes PersonX's mom happy
PersonX neglects PersonX's duties,PersonX makes PersonX's rounds
PersonX makes PersonY PersonX's husband,PersonX makes PersonY PersonX's wife
PersonX buys PersonY a gift.,PersonX makes PersonY a gift
PersonX makes PersonY a  pie,PersonX makes PersonY a sandwich
PersonY makes PersonX announcement,PersonX makes PersonY announcement
PersonX sets PersonY free.,PersonX makes PersonY arrest
PersonX  destroys PersonY award,PersonX makes PersonY award
PersonX makes PersonY feel sad,PersonX makes PersonY bed
PersonX makes PersonY feel bad,PersonX makes PersonY better
PersonX lets PersonY make their own choice.,PersonX makes PersonY choice
PersonX always calms PersonY down.,PersonX makes PersonY crazy
PersonX makes PersonY laugh,PersonX makes PersonY cry
PersonX makes PersonY a friend,PersonX makes PersonY enemy
PersonX stole PersonY's money.,PersonX makes PersonY fortune
PersonX makes PersonY know,PersonX makes PersonY guess
PersonX gets on PersonY nerves.,PersonX makes PersonY happy
PersonX makes PersonY angry again,PersonX makes PersonY happy again
PersonX destroys PersonY's image,PersonX makes PersonY image
PersonX sews PersonY up.,PersonX makes PersonY incision
PersonX destroys PersonY's inventory,PersonX makes PersonY inventory
PersonY approves of PersonX,PersonX makes PersonY judgment
PersonX makes PersonY cry.,PersonX makes PersonY laugh
PersonX welcomes PersonY in,PersonX makes PersonY leave
PersonX loses PersonY's money.,PersonX makes PersonY money
Person X is disappointed in Person Y,PersonX makes PersonY proud
PersonX brings joy to PersonY.,PersonX makes PersonY very angry
PersonX makes PersonY's friend,PersonX makes PersonY's acquaintance
PersonX makes PersonY's couch,PersonX makes PersonY's bed
PersonX gets along well with PersonY,PersonX makes PersonY's blood boil
PersonX calls PersonY for breakfast at the table,PersonX makes PersonY's breakfast in bed
PersonX dumps PersonY's coffee.,PersonX makes PersonY's coffee
Person X makes Person Y smile,PersonX makes PersonY's cry
PersonX makes PersonY's dream will  true,PersonX makes PersonY's dream come true
PersonX makes PersonY sob.,PersonX makes PersonY's laugh
PersonX stays in place.,PersonX makes a break for it
PersonX respects PersonY,PersonX makes a fool of PersonY
PersonX remains silent.,PersonX makes a funny noise
PersonX makes a small mistake.,PersonX makes a huge mistake
PersonX is unemployed,PersonX makes a living
PersonX retains the long story length.,PersonX makes a long story short
PersonX makes a lot of enemies,PersonX makes a lot of friends
PersonX makes a lot of new enemies,PersonX makes a lot of new friends
PersonX makes a stay,PersonX makes a move
PersonX makes a new enemy,PersonX makes a new friend
PersonX waits passively for updates,PersonX makes a phone call
PersonX eats a pie with PersonY,PersonX makes a pie with PersonY
PersonX deletes their account,PersonX makes a profile
PersonX builds a sandcastle.,PersonX makes a snowball
personx makes a steak,PersonX makes a soup
PersonX breaks an offer,PersonX makes an offer
PersonX skips breakfast.,PersonX makes breakfast
PersonY makes breakfast for PersonX's family,PersonX makes breakfast for PersonX's family
PersonX makes calls,PersonX makes calls
PersonX throws the cookies away.,PersonX makes christmas cookies
PersonX defers to PersonY's decisions,PersonX makes decisions for PersonY
PersonX ruins dinner that was for PersonY's family,PersonX makes dinner for PersonY's family
PersonX  defends PersonY for it.,PersonX makes fun of PersonY for it
PersonX compliments PersonY's name,PersonX makes fun of PersonY's name
PersonX is very late,PersonX makes it on time
PersonX laughs at jokes.,PersonX makes jokes
PersonX buys lasagna.,PersonX makes lasagna
Person X is a hermit,PersonX makes many friends
PersonX is poor.,PersonX makes millions
PersonX makes enemies.,PersonX makes new friends
PersonX makes a pizza,PersonX makes oatmeal
PersonX skips breakfast,PersonX makes pancakes for breakfast
PersonX makes people cry.,PersonX makes people laugh
PersonX makes cake,PersonX makes pie
PersonX fries a Milky Way.,PersonX makes pizza
PersonY makes room for PersonX,PersonX makes room for PersonY
PersonX is quiet in group settings.,PersonX makes small talk
PersonX loses some old friends,PersonX makes some new friends
PersonX spills the coffee,PersonX makes the coffee
PersonX made the cheerleading team,PersonX makes the football team
PersonX breaks the pizza,PersonX makes the pizza
PersonX makes the sale,PersonX makes the purchase
PersonX makes things worse,PersonX makes things better
PersonX confuses PersonY even more,PersonX makes up PersonY mind
PersonX was way more indecisive than PersonY,PersonX makes up PersonY's mind
PersonX makes peace upon PersonY,PersonX makes war upon PersonY
PersonX loses,PersonX manages to win
PersonX stalls band,PersonX marches band
PersonX divorces PersonX's girlfriend,PersonX marries PersonX's girlfriend
PersonX divorces PersonY,PersonX marries PersonY
PersonX gets divorced from PersonY's mother.,PersonX marries PersonY's mother
PersonX divorces PersonY's brother,PersonX marries PersonY's sister
PersonX marries another woman,PersonX marries another man
PersonX divorces.,PersonX marries for 20 years
PersonX sues for divorce,PersonX marries soon
PersonX minimizes PersonY's profits,PersonX maximizes PersonY's profits
PersonX lies.,PersonX means every word
PersonX ditched their date to go out with me.,PersonX meets PersonX's date
PersonX meets PersonX's brother,PersonX meets PersonX's sister
PersonX meets personY at the driveway,PersonX meets PersonY at the door
PersonX leaves PersonY at the station,PersonX meets PersonY at the station
PersonX sees PersonY for the last time,PersonX meets PersonY for the first time
PersonX meets PersonY enemy,PersonX meets PersonY friend
PersonX meets PersonY through video chat,PersonX meets PersonY in person
PersonX meets PersonY in the house,PersonX meets PersonY in the street
PersonX is unacquainted with PersonY's parents.,PersonX meets PersonY mother
PersonX leaves PersonY there,PersonX meets PersonY there
PersonX stays away from PersonY's boyfriend.,PersonX meets PersonY's boyfriend
PersonX repulses PersonY's boyfriend's parents,PersonX meets PersonY's boyfriend's parents
PersonX ignores the demands of PersonY.,PersonX meets PersonY's demands
PersonX disappoints PersonY,PersonX meets PersonY's expectations
PersonX averts PersonY's gaze,PersonX meets PersonY's gaze
PersonX meets PersonY's father,PersonX meets PersonY's mother
PersonX is afraid of their neighbors,PersonX meets PersonY's neighbors
PersonX meets PersonY's kids,PersonX meets PersonY's parents
PersonX meets PersonY's brother,PersonX meets PersonY's sister
PersonX left PersonY's wife.,PersonX meets PersonY's wife
PersonX screams at a beautiful woman,PersonX meets a beautiful woman
PersonX is a loner,PersonX meets a friend
PersonX is introverted,PersonX meets a girl
PersonX left a boy named PersonY.,PersonX meets a girl named PersonY
PersonX meets a terrible guy,PersonX meets a great guy
PersonX meets a girl,PersonX meets a guy
PersonX meets an ugly woman.,PersonX meets a handsome man
PersonX is a hermit.,PersonX meets a lot of people
PersonX meets an old friend,PersonX meets a new friend
PersonX meets a new boy,PersonX meets a new girl
PersonX meets a nice boy,PersonX meets a nice girl
PersonX shows up my wife,PersonX meets my wife
PersonX meets in person,PersonX meets online
PersonX meets old friends.,PersonX meets some new people
Person X barks at Person Y,PersonX meows at PersonY
PersonX cooperates with PersonY,PersonX messes with PersonY
PersonX had a miscarriage,PersonX might be pregnant
PersonX is in everyone's business.,PersonX minds PersonX's business
PersonX arrives at PersonY's flight on time.,PersonX misses PersonY's flight
PersonX disappoints personY,PersonX motivates PersonY
PersonX got off PersonY's horse.,PersonX mounts PersonY's horse
PersonX holds PersonY's arm still.,PersonX moves PersonY's arm
PersonX leaves PersonY's furniture in place,PersonX moves PersonY's furniture
PersonX leaves PersonY's hands,PersonX moves PersonY's hands
PersonX moves PersonY's foot.,PersonX moves PersonY's head
PersonX sells PersonY's things,PersonX moves PersonY's things
PersonX stays still.,PersonX moves around
PersonX moved abroad to work,PersonX moves back home
PersonX lives independently,PersonX moves back in with PersonX's parents
PersonX lives with a roomate,PersonX moves back in with my parents
PersonX backs away.,PersonX moves closer
PersonX stays where they live,PersonX moves closer to PersonY
PersonX stays in place,PersonX moves far away
PersonX lives on their own,PersonX moves home
PersonX stays in PersonX's hometown,PersonX moves to a new city
PersonX stays in their city.,PersonX moves to another city
PersonX  moves to Africa,PersonX moves to europe
PersonX is banned from entering Mexico.,PersonX moves to mexico
PersonX moves out of New York City,PersonX moves to new york city
PersonX vandalizes PersonY's lawn,PersonX mows PersonY's grass
PersonX mows PersonY's field,PersonX mows PersonY's yard
PersonX hires a lawn-care service,PersonX mows lawns
PersonX fertilizes the lawn,PersonX mows the yard
PersonX nurtures PersonY,PersonX murders PersonY
PersonX strips PersonY's name,PersonX names PersonY
PersonX baptizes the baby,PersonX names the baby
PersonX helps PersonY.,PersonX needs PersonY help
PersonX drives.,PersonX needs a ride
PersonX always cared,PersonX never cared
PersonX alwas listened.,PersonX never listened
PersonX dwelled on the past,PersonX never looked back
PersonX revels in joy.,PersonX nips in the bud
PersonX forgets PersonY information,PersonX obtains PersonY information
PersonY obtains PersonX understanding,PersonX obtains PersonY understanding
PersonX stays out of PersonY's way.,PersonX occupies PersonY place
PersonX lets PersonY leave,PersonX occupies PersonY's time
PersonX laughs at their expense,PersonX offer PersonX's condolences
PersonX deprive personY opportunity,PersonX offer PersonY opportunity
PersonX offering PersonX's wallet,PersonX offering PersonX's hand
PersonX rejected PersonY from a position.,PersonX offers PersonY a position
PersonX makes PersonY take the bus,PersonX offers PersonY a ride
PersonX rejects PersonY from the job,PersonX offers PersonY the job
PersonX gets fired from a job.,PersonX offers a job
PersonX was offered a new job,PersonX offers a new job
PersonX hires another candidate,PersonX offers the job
PersonX rubs salt into PersonY's wounds,PersonX offers to help PersonY
PersonX left the gift wrapped.,PersonX opens PersonX's gift
PersonX closes PersonX's mouths,PersonX opens PersonX's mouths
PersonX closes PersonY's account,PersonX opens PersonY account
PersonX closes PersonY's eyes,PersonX opens PersonY eyes
PersonX opens personY's windows,PersonX opens PersonY's curtains
PersonX closes PersonY's door,PersonX opens PersonY's door
PersonX hides PersonY's gift,PersonX opens PersonY's gift
PersonX wraps PersonY's gifts.,PersonX opens PersonY's gifts
PersonX slaps personY mouth,PersonX opens PersonY's mouth
PersonX closes PersonY's store,PersonX opens PersonY's own store
PersonX closes a restaurant,PersonX opens a restaurant
PersonX closes all PersonY's presents.,PersonX opens all PersonY's presents
PersonX wraps all of PersonY's presents,PersonX opens all of PersonY's presents
PersonX shuts the door on me,PersonX opens my door
PersonX buys presents.,PersonX opens presents
PersonX  closes the front door.,PersonX opens the front door
PersonX orders PersonY forward,PersonX orders PersonY back
Person Y chooses their own food to order,PersonX orders PersonY's food
Person X ordered take out from a Chinese restaurant.,PersonX orders a pizza instead
PersonX pays for PersonY,PersonX orders for PersonY
PersonX cancels pizza.,PersonX orders pizza instead
PersonX cancels pizza order.,PersonX orders some pizza
PersonX cooks dinner.,PersonX orders takeout
PersonX bores PersonY.,PersonX overwhelms PersonY
PersonX is owned money by PersonY,PersonX owes PersonY money
PersonX owns PersonX's own money,PersonX owns PersonX's own business
PersonX sells a restaurant,PersonX owns a restaurant
PersonX eats PersonY's lunch.,PersonX packs PersonY's lunch
PersonX throws PersonY's things out on the lawn.,PersonX packs PersonY's suitcase
PersonX takes care of PersonY's things.,PersonX packs PersonY's things
PersonX empties the car,PersonX packs the car
PersonX takes a picture of PersonY,PersonX paints PersonY
PersonX photographs PersonY.,PersonX paints PersonY picture
PersonX stripped the walls of PersonY's bedroom.,PersonX paints PersonY's bedroom walls
PersonX neglects PersonY's house appearance.,PersonX paints PersonY's house
PersonX dries PersonY's nails,PersonX paints PersonY's nails
PersonX cleans PersonY's toenails,PersonX paints PersonY's toenails
PersonX cut my nails yesterday,PersonX paints my nails yesterday
PersonX demolishes the house,PersonX paints the house
PersonX paints the dining room,PersonX paints the living room
PersonX removes paint,PersonX paints the room
PersonX rejects PersonY's act,PersonX passes PersonY act
PersonX stabs PersonY in the back,PersonX pats PersonY on the back
PersonX hits PersonY's back.,PersonX pats PersonY's back
PersonXis an angel,PersonX paves the road to hell
PersonX steals from PersonX's friend,PersonX pays PersonX's friend
PersonX borrows money from PersonY.,PersonX pays PersonY back
PersonX charges PersonY bill.,PersonX pays PersonY bill
PersonX loans to PersonY,PersonX pays PersonY debts
PersonX pays PersonY cents,PersonX pays PersonY dollars
PersonX donates PersonY fee,PersonX pays PersonY fee
PersonX criticizes PersonY,PersonX pays PersonY tribute
PersonX steals PersonY's wages.,PersonX pays PersonY wages
PersonX and PersonY go dutch.,PersonX pays PersonY's bill
PersonX takes PersonY's bills,PersonX pays PersonY's bills
PersonX makes PersonY pay their cable bill.,PersonX pays PersonY's cable bill
PersonY pays PersonY's debts.,PersonX pays PersonY's debts
PersonX steals PersonY's credit card,PersonX pays PersonY's electric bill
PersonX stiffs PersonY's friend,PersonX pays PersonY's friend
PersonX borrowed money from PersonY for past due bills,PersonX pays PersonY's medical bills
PersonX takes PersonY's share.,PersonX pays PersonY's share
PersonX passes PersonY's water bill.,PersonX pays PersonY's water bill
PersonX ignores personY,PersonX pays attention to PersonY
PersonX steals it for PersonY.,PersonX pays for PersonY
PersonX remains attentive throughout.,PersonX pays no attention
PersonX throws themselves shamelessly at PersonY.,PersonX pays no attention to PersonY
PersonX gets evicted.,PersonX pays rent
PersonX steals the merchandise.,PersonX pays the cashier
PersonX ignores the fee,PersonX pays the fee
PersonX is evicted,PersonX pays the rent
PersonX watches PersonY's act.,PersonX performs PersonY act
PersonX drops PersonY task,PersonX performs PersonY task
PersonX neglects PersonY's task,PersonX performs PersonY's task
PersonX leaves PersonY all alone.,PersonX performs PersonY's tasks
PersonX ignores PersonY's work,PersonX performs PersonY's work
PersonX chokes,PersonX performs the heimlich maneuver
PersonX performs poorly,PersonX performs well
PersonX persuades PersonY to stay the same,PersonX persuades PersonY to change
PersonX convinces PersonY to stay.,PersonX persuades PersonY to go
PersonX persuades PersonY to quit,PersonX persuades PersonY to join
Person X  asks Person Y to stay put,PersonX persuades PersonY to leave
PersonX persuades PersonY to go,PersonX persuades PersonY to return
PersonX ignores PersonY's brain.,PersonX picks PersonY's brain
PersonX lets PersonY pick their own favorite,PersonX picks PersonY's favorite
PersonX befriends persony.,PersonX picks on PersonY
PersonX drinks the piss in PersonY's bowl of cornflakes,PersonX pisses in PersonY's cornflakes
PersonX kicks out PersonY from a position.,PersonX places PersonY in a position
PersonX pushes away PersonY's hand.,PersonX places PersonY's hand
PersonX licks PersonY's lips,PersonX places PersonY's lips
PersonX comes last,PersonX places first
PersonX takes an item from PersonY.,PersonX places in PersonY's hands
PersonX forgot to place my order,PersonX places my order
Personx plans personx's next meal.,PersonX plans PersonX's next trip
PersonX cancels a party.,PersonX plans a party
PersonX destroys the garden in PersonY's backyard,PersonX plants a garden in PersonY's backyard
Person X digs up Person Y's backyard,PersonX plants a tree in PersonY's backyard
PersonX makes a faux pas,PersonX plays PersonX's cards right
PersonX stole personY role,PersonX plays PersonY role
PersonX watches PersonY's guitar.,PersonX plays PersonY's guitar
PersonX plays a computer game,PersonX plays a board game
PersonX plays a game of soccer ball.,PersonX plays a game of basketball
PersonX takes a nap,PersonX plays a game of chess
PersonX is target of a joke,PersonX plays a joke
Personx plays with a knife.,PersonX plays a musical instrument
PersonX plays on a team with PersonY.,PersonX plays against PersonY
PersonX works all the time,PersonX plays all the time
PersonX takes a rest.+,PersonX plays badminton
PersonX smashes a banjo,PersonX plays banjo
PersonX watches baseball with PersonY's friends.,PersonX plays baseball with PersonY's friends
PersonX plays basketball at home.,PersonX plays basketball at the park
PersonX plays basketball with PersonX's friends before school,PersonX plays basketball with PersonX's friends after school
PersonX plays basketball with PersonY's enemies,PersonX plays basketball with PersonY's friends
PersonX plays violin.,PersonX plays bass guitar
PersonX plays indoor volleyball,PersonX plays beach volleyball
PersonX plays cards,PersonX plays board games
PersonX watches a movie,PersonX plays cards
PersonX plays chess,PersonX plays fetch
PersonX watches fetch with PersonY.,PersonX plays fetch with PersonY
PersonX plays golf again,PersonX plays football again
PersonX plays football in college,PersonX plays football in high school
PersonX plays golf with PersonX's friends,PersonX plays football with PersonX's friends
PersonX sleeps for hours,PersonX plays for hours
PersonX throws PersonX's friends,PersonX plays games with PersonX's friends
PersonX hates with PersonY,PersonX plays games with PersonY
PersonX plays guard,PersonX plays goalie
PersonX plays tag,PersonX plays hide and seek
PersonX plays soccer,PersonX plays ice hockey
PersonX backstabs people,PersonX plays it straight
PersonX plays golf,PersonX plays kickball
PersonX stacks the chairs.,PersonX plays musical chairs
PersonX plays mean,PersonX plays nice
PersonX plays hockey,PersonX plays paintball
PersonX plays chase.,PersonX plays ping pong
PersonX raids the poker house with PersonX's coworkers.,PersonX plays poker with PersonX's friends
PersonX plays pokemon with PersonY's friends,PersonX plays poker with PersonY's friends
PersonX drinks alone,PersonX plays pool
PersonX is serious.,PersonX plays pranks
PersonX plays amateur baseball.,PersonX plays professional baseball
PersonX plays amateurish basketball.,PersonX plays professional basketball
PersonX protests against professional football,PersonX plays professional football
PersonX plays so bad,PersonX plays so well
PersonX plays hardball,PersonX plays softball
PersonX hates sports,PersonX plays sports
PersonX plays tennis with PersonX,PersonX plays tennis with PersonY's friend
PersonX washes clothes.,PersonX plays the clarinet
PersonX plays the genius,PersonX plays the fool
PersonX tells PersonY everything,PersonX plays tricks on PersonY
PersonX works very well,PersonX plays very well
PersonX reads,PersonX plays video games
PersonX plays video games alone.,PersonX plays video games together
PersonX plays catch with PersonX's friends,PersonX plays video games with PersonX's friends
PersonX takes the video games away from PersonY's friends,PersonX plays video games with PersonY's friends
PersonX singing well,PersonX plays well
PersonX studies with PersonY.,PersonX plays with PersonY
PersonX works alone.,PersonX plays with PersonY's friends
PersonX leaves PersonY's hair alone.,PersonX plays with PersonY's hair
PersonX pleases PersonY's son,PersonX pleases PersonY's father
PersonX takes the blame themselves,PersonX points PersonY's finger
PersonX takesthe  gun from PersonY,PersonX points a gun at PersonY
PersonX ignores PersonY's husband,PersonX pounds PersonY's husband
PersonX empties PersonY a glass,PersonX pours PersonY a glass
Personx preaches to the choir.,PersonX preaches to deaf ears
PersonX forgets dinner.,PersonX prepares dinner
PersonX throws the food out.,PersonX prepares food
PersonX is late for PersonX's reception,PersonX prepares for PersonX's reception
PersonX surrenders to PersonY,PersonX prepares for PersonY attack
PersonX ignores PersonY's reception,PersonX prepares for PersonY's reception
PersonX hides something from PersonY.,PersonX presents it to PersonY
PersonX holds PersonY's hand.,PersonX presses PersonY's lips
PersonX presses PersonY's nose,PersonX presses PersonY's mouth
PersonX drops charges.,PersonX presses charges
PersonX pushes away from PersonY.,PersonX presses upon PersonY
PersonX lets PersonY,PersonX prevents PersonY
PersonX enables PersonY attack.,PersonX prevents PersonY attack
PersonX encourages PersonY to leave,PersonX prevents PersonY from leaving
PersonX allows PersonY to see.,PersonX prevents PersonY from seeing
PersonX bandages PersonY's injury.,PersonX pricks PersonY's finger
PersonX makes an impression on PersonY.,PersonX produces PersonY impression
PersonX destroys PersonY's result.,PersonX produces PersonY result
PersonX shortens PersonY's life,PersonX prolongs PersonY's life
PersonX home with PersonY.,PersonX prom with PersonY
PersonX breaks a promise to PersonY.,PersonX promises PersonY
