neg_event,event,split,neg_cue,neg_cue_type
PersonX is by no means a good soccer player,PersonX is a good soccer player,tst,by no means,multi_word
PersonX is by no means a good swimmer,PersonX is a good swimmer,tst,by no means,multi_word
PersonX is by no means a quick learner,PersonX is a quick learner,tst,by no means,multi_word
PersonX is by no means right next to PersonY,PersonX is right next to PersonY,tst,by no means,multi_word
PersonX is by no means on vacation in mexico,PersonX is on vacation in mexico,tst,by no means,multi_word
PersonX is by no means a web developer,PersonX is a web developer,tst,by no means,multi_word
PersonX is by no means walking down the street,PersonX is walking down the street,tst,by no means,multi_word
PersonX is by no means short on money,PersonX is short on money,tst,by no means,multi_word
PersonX is by no means PersonY's maid of honor,PersonX is PersonY's maid of honor,tst,by no means,multi_word
PersonX is by no means ready to go home,PersonX is ready to go home,tst,by no means,multi_word
PersonX is by no means an old man,PersonX is an old man,tst,by no means,multi_word
PersonX is by no means excited and nervous,PersonX is excited and nervous,tst,by no means,multi_word
PersonX is by no means walking along the beach,PersonX is walking along the beach,tst,by no means,multi_word
PersonX is by no means a good person,PersonX is a good person,tst,by no means,multi_word
PersonX is by no means PersonY's wife,PersonX is PersonY's wife,tst,by no means,multi_word
PersonX is not at all an old man,PersonX is an old man,tst,not at all,multi_word
PersonX is not at all always busy,PersonX is always busy,tst,not at all,multi_word
PersonX is not at all in love with PersonY,PersonX is in love with PersonY,tst,not at all,multi_word
PersonX is not at all a good swimmer,PersonX is a good swimmer,tst,not at all,multi_word
PersonX is not at all hard to find,PersonX is hard to find,tst,not at all,multi_word
PersonX is not at all 5 years old,PersonX is 5 years old,tst,not at all,multi_word
PersonX is not at all PersonY's maid of honor,PersonX is PersonY's maid of honor,tst,not at all,multi_word
PersonX is not at all coming to an end,PersonX is coming to an end,tst,not at all,multi_word
PersonX is not at all fired from PersonX's job,PersonX is fired from PersonX's job,tst,not at all,multi_word
PersonX is not at all feeling sick,PersonX is feeling sick,tst,not at all,multi_word
PersonX is not at all ready to go,PersonX is ready to go,tst,not at all,multi_word
PersonX is not at all excited and nervous,PersonX is excited and nervous,tst,not at all,multi_word
PersonX is not at all covered in mud,PersonX is covered in mud,tst,not at all,multi_word
PersonX is not at all getting ready,PersonX is getting ready,tst,not at all,multi_word
PersonX is not at all a star athlete,PersonX is a star athlete,tst,not at all,multi_word
PersonX is not at all at the bar with friends,PersonX is at the bar with friends,tst,not at all,multi_word
PersonX is not at all a little girl,PersonX is a little girl,tst,not at all,multi_word
PersonX is not at all a freshman in college,PersonX is a freshman in college,tst,not at all,multi_word
PersonX is not at all angry with PersonY,PersonX is angry with PersonY,tst,not at all,multi_word
PersonX is not at all walking to the store,PersonX is walking to the store,tst,not at all,multi_word
PersonX is not at all watching a scary movie,PersonX is watching a scary movie,tst,not at all,multi_word
PersonX is not at all short on money,PersonX is short on money,tst,not at all,multi_word
PersonX is not at all able to sleep,PersonX is able to sleep,tst,not at all,multi_word
PersonX is not at all walking along the beach,PersonX is walking along the beach,tst,not at all,multi_word
PersonX is not at all in a good mood,PersonX is in a good mood,tst,not at all,multi_word
PersonX is barely in love with PersonY,PersonX is in love with PersonY,tst,barely,single_word
PersonX is barely walking on the beach,PersonX is walking on the beach,tst,barely,single_word
PersonX is barely waiting for PersonY,PersonX is waiting for PersonY,tst,barely,single_word
PersonX is barely really disappointed,PersonX is really disappointed,tst,barely,single_word
PersonX is barely a web developer,PersonX is a web developer,tst,barely,single_word
PersonX is barely able to find it,PersonX is able to find it,tst,barely,single_word
PersonX is barely a freshman in college,PersonX is a freshman in college,tst,barely,single_word
PersonX is barely getting ready for work,PersonX is getting ready for work,tst,barely,single_word
PersonX is barely angry with PersonY,PersonX is angry with PersonY,tst,barely,single_word
PersonX is barely in a good mood,PersonX is in a good mood,tst,barely,single_word
PersonX is barely doing PersonX's laundry,PersonX is doing PersonX's laundry,tst,barely,single_word
PersonX is barely excited and nervous,PersonX is excited and nervous,tst,barely,single_word
PersonX is barely walking along the beach,PersonX is walking along the beach,tst,barely,single_word
PersonX is barely fired from PersonX's job,PersonX is fired from PersonX's job,tst,barely,single_word
PersonX is barely making a cake,PersonX is making a cake,tst,barely,single_word
PersonX is barely able to sleep,PersonX is able to sleep,tst,barely,single_word
PersonX is barely walking to the store,PersonX is walking to the store,tst,barely,single_word
PersonX is barely on PersonX's computer,PersonX is on PersonX's computer,tst,barely,single_word
PersonX never walks to PersonY's car,PersonX walks to PersonY's car,tst,never,single_word
PersonX never walks into PersonY's room,PersonX walks into PersonY's room,tst,never,single_word
PersonX never tries to relax,PersonX tries to relax,tst,never,single_word
PersonX never steals it from PersonY,PersonX steals it from PersonY,tst,never,single_word
PersonX never camps with PersonX's family,PersonX camps with PersonX's family,tst,never,single_word
PersonX never improves PersonX's grades,PersonX improves PersonX's grades,tst,never,single_word
PersonX never decides to investigate,PersonX decides to investigate,tst,never,single_word
PersonX never does PersonX's best,PersonX does PersonX's best,tst,never,single_word
PersonX never likes the movie,PersonX likes the movie,tst,never,single_word
PersonX never falls from grace,PersonX falls from grace,tst,never,single_word
PersonX never checks PersonY,PersonX checks PersonY,tst,never,single_word
PersonX never wants a cat,PersonX wants a cat,tst,never,single_word
PersonX never eats it,PersonX eats it,tst,never,single_word
PersonX never gets a second opinion,PersonX gets a second opinion,tst,never,single_word
PersonX never lets PersonY see,PersonX lets PersonY see,tst,never,single_word
PersonX never curls PersonY's hair,PersonX curls PersonY's hair,tst,never,single_word
PersonX never sees PersonX's girlfriend,PersonX sees PersonX's girlfriend,tst,never,single_word
PersonX is never losing weight,PersonX is losing weight,tst,never,single_word
PersonX never throws the book,PersonX throws the book,tst,never,single_word
PersonX never grabs a gun,PersonX grabs a gun,tst,never,single_word
PersonX never blows the whistle,PersonX blows the whistle,tst,never,single_word
PersonX never goes down the drain,PersonX goes down the drain,tst,never,single_word
PersonX never conducts PersonY investigation,PersonX conducts PersonY investigation,tst,never,single_word
PersonX never gets it for PersonY,PersonX gets it for PersonY,tst,never,single_word
PersonX never takes a new job,PersonX takes a new job,tst,never,single_word
PersonX never goes exploring,PersonX goes exploring,tst,never,single_word
PersonX never asks PersonY to speak,PersonX asks PersonY to speak,tst,never,single_word
PersonX never realizes anything,PersonX realizes something,tst,never,single_word
PersonX never derives PersonX's name,PersonX derives PersonX's name,tst,never,single_word
PersonX never moves past PersonY,PersonX moves past PersonY,tst,never,single_word
PersonX never heads to the beach,PersonX heads to the beach,tst,never,single_word
PersonX never throws PersonX's hat over the fence,PersonX throws PersonX's hat over the fence,tst,never,single_word
PersonX never takes PersonY's place,PersonX takes PersonY's place,tst,never,single_word
PersonX never falls from the tree,PersonX falls from the tree,tst,never,single_word
PersonX is never feeling sick,PersonX is feeling sick,tst,never,single_word
PersonX never feels nervous,PersonX feels nervous,tst,never,single_word
PersonX never brings PersonY into conflict,PersonX brings PersonY into conflict,tst,never,single_word
PersonX never represents PersonX's country,PersonX represents PersonX's country,tst,never,single_word
PersonX never keeps PersonY from starving,PersonX keeps PersonY from starving,tst,never,single_word
PersonX never saves PersonY's people,PersonX saves PersonY's people,tst,never,single_word
PersonX never makes thanksgiving dinner,PersonX makes thanksgiving dinner,tst,never,single_word
PersonX never gives PersonX's all,PersonX gives PersonX's all,tst,never,single_word
PersonX never gets milk,PersonX gets milk,tst,never,single_word
PersonX no longer steps towards PersonY,PersonX steps towards PersonY,tst,no longer,multi_word
PersonX no longer talks to PersonX's friends,PersonX talks to PersonX's friends,tst,no longer,multi_word
PersonX no longer makes PersonY's arrangements,PersonX makes PersonY's arrangements,tst,no longer,multi_word
PersonX no longer smooths PersonY's hair,PersonX smooths PersonY's hair,tst,no longer,multi_word
PersonX no longer orders a cake,PersonX orders a cake,tst,no longer,multi_word
PersonX no longer drives straight,PersonX drives straight,tst,no longer,multi_word
PersonX no longer builds muscle,PersonX builds muscle,tst,no longer,multi_word
PersonX is no longer a freshman in college,PersonX is a freshman in college,tst,no longer,multi_word
PersonX no longer wears gloves,PersonX wears gloves,tst,no longer,multi_word
PersonX no longer wants to play an instrument,PersonX wants to play an instrument,tst,no longer,multi_word
PersonX no longer meets someone new,PersonX meets someone new,tst,no longer,multi_word
PersonX no longer dyes PersonX's hair red,PersonX dyes PersonX's hair red,tst,no longer,multi_word
PersonX no longer kisses PersonY on the cheek,PersonX kisses PersonY on the cheek,tst,no longer,multi_word
PersonX no longer withdraws money,PersonX withdraws money,tst,no longer,multi_word
PersonX no longer visits PersonY's cousin,PersonX visits PersonY's cousin,tst,no longer,multi_word
PersonX no longer looks sad,PersonX looks sad,tst,no longer,multi_word
PersonX no longer hangs PersonY's clothes,PersonX hangs PersonY's clothes,tst,no longer,multi_word
PersonX no longer has tons of fun,PersonX has tons of fun,tst,no longer,multi_word
PersonX no longer meets PersonX's husband,PersonX meets PersonX's husband,tst,no longer,multi_word
PersonX no longer visits PersonY's daughter,PersonX visits PersonY's daughter,tst,no longer,multi_word
PersonX no longer dates a girl,PersonX dates a girl,tst,no longer,multi_word
PersonX no longer watches PersonY intently,PersonX watches PersonY intently,tst,no longer,multi_word
PersonX no longer crosses the road,PersonX crosses the road,tst,no longer,multi_word
PersonX no longer pats PersonY on the head,PersonX pats PersonY on the head,tst,no longer,multi_word
PersonX no longer sees wood,PersonX sees wood,tst,no longer,multi_word
PersonX no longer loves football,PersonX loves football,tst,no longer,multi_word
PersonX no longer looks on PersonY's face,PersonX looks on PersonY's face,tst,no longer,multi_word
PersonX no longer hits PersonX's friend,PersonX hits PersonX's friend,tst,no longer,multi_word
PersonX no longer fails the class,PersonX fails the class,tst,no longer,multi_word
PersonX no longer looks PersonY in the face,PersonX looks PersonY in the face,tst,no longer,multi_word
PersonX no longer explains things to PersonY,PersonX explains things to PersonY,tst,no longer,multi_word
PersonX no longer leaves it alone,PersonX leaves it alone,tst,no longer,multi_word
PersonX barely ever throws food,PersonX throws food,tst,barely ever,multi_word
PersonX barely ever gets a call for an interview,PersonX gets a call for an interview,tst,barely ever,multi_word
PersonX barely ever takes a bow,PersonX takes a bow,tst,barely ever,multi_word
PersonX is barely ever playing ball,PersonX is playing ball,tst,barely ever,multi_word
PersonX barely ever looks the other way,PersonX looks the other way,tst,barely ever,multi_word
PersonX barely ever improves PersonX's appearance,PersonX improves PersonX's appearance,tst,barely ever,multi_word
PersonX barely ever finds PersonX's shoes,PersonX finds PersonX's shoes,tst,barely ever,multi_word
PersonX barely ever loves the experience,PersonX loves the experience,tst,barely ever,multi_word
PersonX barely ever leaves the scene,PersonX leaves the scene,tst,barely ever,multi_word
PersonX barely ever eats quickly,PersonX eats quickly,tst,barely ever,multi_word
PersonX barely ever bosses PersonY around,PersonX bosses PersonY around,tst,barely ever,multi_word
PersonX barely ever watches the kids,PersonX watches the kids,tst,barely ever,multi_word
PersonX barely ever reassures PersonY,PersonX reassures PersonY,tst,barely ever,multi_word
PersonX barely ever thinks of a solution,PersonX thinks of a solution,tst,barely ever,multi_word
PersonX barely ever gives PersonY room,PersonX gives PersonY room,tst,barely ever,multi_word
PersonX barely ever meets PersonY for dinner,PersonX meets PersonY for dinner,tst,barely ever,multi_word
PersonX barely ever sees a rabbit,PersonX sees a rabbit,tst,barely ever,multi_word
PersonX barely ever passes the exam,PersonX passes the exam,tst,barely ever,multi_word
PersonX barely ever asks the doctor,PersonX asks the doctor,tst,barely ever,multi_word
PersonX barely ever starts crying,PersonX starts crying,tst,barely ever,multi_word
PersonX barely ever arrives at PersonX's destination,PersonX arrives at PersonX's destination,tst,barely ever,multi_word
PersonX is barely ever ready to go home,PersonX is ready to go home,tst,barely ever,multi_word
PersonX barely ever wants to learn,PersonX wants to learn,tst,barely ever,multi_word
PersonX barely ever laughs at PersonY,PersonX laughs at PersonY,tst,barely ever,multi_word
PersonX barely ever wins any money,PersonX wins some money,tst,barely ever,multi_word
PersonX hardly ever passes the exam,PersonX passes the exam,tst,hardly ever,multi_word
PersonX hardly ever directs PersonY,PersonX directs PersonY,tst,hardly ever,multi_word
PersonX hardly ever plays a new game,PersonX plays a new game,tst,hardly ever,multi_word
PersonX hardly ever follows the recipe,PersonX follows the recipe,tst,hardly ever,multi_word
PersonX hardly ever plans PersonX's trip,PersonX plans PersonX's trip,tst,hardly ever,multi_word
PersonX hardly ever catches flies,PersonX catches flies,tst,hardly ever,multi_word
PersonX hardly ever tickles the dragons tail,PersonX tickles the dragons tail,tst,hardly ever,multi_word
PersonX hardly ever grants PersonY request,PersonX grants PersonY request,tst,hardly ever,multi_word
PersonX hardly ever follows PersonY's instructions,PersonX follows PersonY's instructions,tst,hardly ever,multi_word
PersonX hardly ever eats crackers,PersonX eats crackers,tst,hardly ever,multi_word
PersonX hardly ever gives PersonY an f,PersonX gives PersonY an f,tst,hardly ever,multi_word
PersonX hardly ever builds muscle,PersonX builds muscle,tst,hardly ever,multi_word
PersonX hardly ever takes the stand,PersonX takes the stand,tst,hardly ever,multi_word
PersonX hardly ever remembers PersonY's name,PersonX remembers PersonY's name,tst,hardly ever,multi_word
PersonX hardly ever increases PersonX's knowledge,PersonX increases PersonX's knowledge,tst,hardly ever,multi_word
PersonX hardly ever catches the eye,PersonX catches the eye,tst,hardly ever,multi_word
PersonX hardly ever retains PersonX's position,PersonX retains PersonX's position,tst,hardly ever,multi_word
PersonX hardly ever takes PersonY view,PersonX takes PersonY view,tst,hardly ever,multi_word
PersonX hardly ever takes the new job,PersonX takes the new job,tst,hardly ever,multi_word
PersonX hardly ever gets a part,PersonX gets a part,tst,hardly ever,multi_word
PersonX hardly ever fails math,PersonX fails math,tst,hardly ever,multi_word
PersonX hardly ever wins the championship,PersonX wins the championship,tst,hardly ever,multi_word
PersonX hardly ever covers PersonY's mouth,PersonX covers PersonY's mouth,tst,hardly ever,multi_word
PersonX hardly ever gets it right,PersonX gets it right,tst,hardly ever,multi_word
PersonX hardly ever feels terrible,PersonX feels terrible,tst,hardly ever,multi_word
PersonX hardly ever starts to play,PersonX starts to play,tst,hardly ever,multi_word
PersonX hardly ever takes the offer,PersonX takes the offer,tst,hardly ever,multi_word
PersonX fails to make it through the day,PersonX makes it through the day,tst,fail,verb
PersonX fails to come to see PersonY,PersonX comes to see PersonY,tst,fail,verb
PersonX fails to take a step forward,PersonX takes a step forward,tst,fail,verb
PersonX fails to take PersonY outside,PersonX takes PersonY outside,tst,fail,verb
PersonX fails to wipe PersonY's forehead,PersonX wipes PersonY's forehead,tst,fail,verb
PersonX fails to take matters,PersonX takes matters,tst,fail,verb
PersonX fails to start a family,PersonX starts a family,tst,fail,verb
PersonX fails to pull the car over,PersonX pulls the car over,tst,fail,verb
PersonX fails to find the shoes,PersonX finds the shoes,tst,fail,verb
PersonX fails to sit down next to PersonY,PersonX sits down next to PersonY,tst,fail,verb
PersonX fails to hold PersonY's attention,PersonX holds PersonY's attention,tst,fail,verb
PersonX fails to fly towards PersonY,PersonX flies towards PersonY,tst,fail,verb
PersonX fails to host a party,PersonX hosts a party,tst,fail,verb
PersonX fails to earn money,PersonX earns money,tst,fail,verb
PersonX fails to pay taxes,PersonX pays taxes,tst,fail,verb
PersonX fails to ask PersonY for money,PersonX asks PersonY for money,tst,fail,verb
PersonX fails to throw money away,PersonX throws money away,tst,fail,verb
PersonX fails to bring the puppy,PersonX brings the puppy,tst,fail,verb
PersonX fails to write poetry,PersonX writes poetry,tst,fail,verb
PersonX fails to light a candle,PersonX lights a candle,tst,fail,verb
PersonX refuses to pull PersonY's hand back,PersonX pulls PersonY's hand back,tst,refuse,verb
PersonX refuses to work as a waitress,PersonX works as a waitress,tst,refuse,verb
PersonX refuses to see PersonX's girlfriend,PersonX sees PersonX's girlfriend,tst,refuse,verb
PersonX refuses to play PersonX's favorite songs,PersonX plays PersonX's favorite songs,tst,refuse,verb
PersonX refuses to ask PersonX's sister,PersonX asks PersonX's sister,tst,refuse,verb
PersonX refuses to look awful,PersonX looks awful,tst,refuse,verb
PersonX refuses to get a second job,PersonX gets a second job,tst,refuse,verb
PersonX refuses to get a book,PersonX gets a book,tst,refuse,verb
PersonX refuses to buy a snack,PersonX buys a snack,tst,refuse,verb
PersonX refuses to learn a new skill,PersonX learns a new skill,tst,refuse,verb
PersonX refuses to get dressed for work,PersonX gets dressed for work,tst,refuse,verb
PersonX refuses to help PersonY stay awake,PersonX helps PersonY stay awake,tst,refuse,verb
PersonX refuses to announce PersonY's decision,PersonX announces PersonY's decision,tst,refuse,verb
PersonX refuses to go to the library to study,PersonX goes to the library to study,tst,refuse,verb
PersonX refuses to give a presentation,PersonX gives a presentation,tst,refuse,verb
PersonX refuses to clean PersonY's clock,PersonX cleans PersonY's clock,tst,refuse,verb
PersonX refuses to hear a scary noise,PersonX hears a scary noise,tst,refuse,verb
PersonX refuses to see PersonY in PersonX's office,PersonX sees PersonY in PersonX's office,tst,refuse,verb
PersonX makes no attempt to reschedule PersonY's appointment,PersonX reschedules PersonY's appointment,tst,make no attempt to,multi_word
PersonX makes no attempt to look PersonY in the face,PersonX looks PersonY in the face,tst,make no attempt to,multi_word
PersonX makes no attempt to follow PersonY's instructions,PersonX follows PersonY's instructions,tst,make no attempt to,multi_word
PersonX makes no attempt to turn PersonX's music down,PersonX turns PersonX's music down,tst,make no attempt to,multi_word
PersonX makes no attempt to find a good spot,PersonX finds a good spot,tst,make no attempt to,multi_word
PersonX makes no attempt to put bread in the toaster,PersonX puts bread in the toaster,tst,make no attempt to,multi_word
PersonX makes no attempt to learn how to bake a cake,PersonX learns how to bake a cake,tst,make no attempt to,multi_word
PersonX makes no attempt to tell PersonY it was okay,PersonX tells PersonY it was okay,tst,make no attempt to,multi_word
PersonX makes no attempt to enjoy PersonX's night,PersonX enjoys PersonX's night,tst,make no attempt to,multi_word
PersonX makes no attempt to have a dinner party,PersonX has a dinner party,tst,make no attempt to,multi_word
PersonX makes no attempt to get close enough,PersonX gets close enough,tst,make no attempt to,multi_word
PersonX makes no attempt to learn a new skill,PersonX learns a new skill,tst,make no attempt to,multi_word
PersonX makes no attempt to get there early,PersonX gets there early,tst,make no attempt to,multi_word
PersonX makes no attempt to clean PersonX's bedroom,PersonX cleans PersonX's bedroom,tst,make no attempt to,multi_word
PersonX makes no attempt to take PersonY view,PersonX takes PersonY view,tst,make no attempt to,multi_word
PersonX makes no attempt to throw the book,PersonX throws the book,tst,make no attempt to,multi_word
PersonX makes no attempt to move PersonY's car,PersonX moves PersonY's car,tst,make no attempt to,multi_word
PersonX makes no attempt to go first,PersonX goes first,tst,make no attempt to,multi_word
PersonX makes no attempt to land a job,PersonX lands a job,tst,make no attempt to,multi_word
PersonX makes no attempt to win the match,PersonX wins the match,tst,make no attempt to,multi_word
PersonX makes no attempt to direct PersonY's attention,PersonX directs PersonY's attention,tst,make no attempt to,multi_word
PersonX makes no attempt to call PersonY the next day,PersonX calls PersonY the next day,tst,make no attempt to,multi_word
PersonX makes no attempt to give a presentation,PersonX gives a presentation,tst,make no attempt to,multi_word
PersonX makes no attempt to make PersonX's parents proud,PersonX makes PersonX's parents proud,tst,make no attempt to,multi_word
PersonX makes no attempt to finish PersonX's test,PersonX finishes PersonX's test,tst,make no attempt to,multi_word
PersonX makes no attempt to plan a trip,PersonX plans a trip,tst,make no attempt to,multi_word
PersonX makes no attempt to put PersonY in mind,PersonX puts PersonY in mind,tst,make no attempt to,multi_word
PersonX makes no attempt to hit the road,PersonX hits the road,tst,make no attempt to,multi_word
PersonX makes no attempt to hail a taxi,PersonX hails a taxi,tst,make no attempt to,multi_word
PersonX is scarcely angry with PersonY,PersonX is angry with PersonY,tst,scarcely,single_word
PersonX is scarcely really sad,PersonX is really sad,tst,scarcely,single_word
PersonX is scarcely a good person,PersonX is a good person,tst,scarcely,single_word
PersonX is scarcely walking along the beach,PersonX is walking along the beach,tst,scarcely,single_word
PersonX is scarcely well prepared,PersonX is well prepared,tst,scarcely,single_word
PersonX is scarcely in a good mood,PersonX is in a good mood,tst,scarcely,single_word
PersonX is scarcely short on money,PersonX is short on money,tst,scarcely,single_word
PersonX is scarcely watching a scary movie,PersonX is watching a scary movie,tst,scarcely,single_word
PersonX is rarely feeling sick,PersonX is feeling sick,tst,rarely,single_word
PersonX is rarely running down the street,PersonX is running down the street,tst,rarely,single_word
PersonX is rarely at the bar with friends,PersonX is at the bar with friends,tst,rarely,single_word
PersonX is rarely able to fix it,PersonX is able to fix it,tst,rarely,single_word
PersonX is rarely losing weight,PersonX is losing weight,tst,rarely,single_word
PersonX is rarely walking across the street,PersonX is walking across the street,tst,rarely,single_word
PersonX is rarely watching a scary movie,PersonX is watching a scary movie,tst,rarely,single_word
PersonX is rarely in a good mood,PersonX is in a good mood,tst,rarely,single_word
PersonX is rarely well prepared,PersonX is well prepared,tst,rarely,single_word
PersonX is seldomly offered the job,PersonX is offered the job,tst,seldomly,single_word
PersonX is seldomly ready to go,PersonX is ready to go,tst,seldomly,single_word
PersonX is seldomly feeling sick,PersonX is feeling sick,tst,seldomly,single_word
PersonX is seldomly covered in mud,PersonX is covered in mud,tst,seldomly,single_word
PersonX is hardly excited and nervous,PersonX is excited and nervous,tst,hardly,single_word
PersonX is hardly a quick learner,PersonX is a quick learner,tst,hardly,single_word
PersonX never takes matters into PersonX's own hands,PersonX takes matters into PersonX's own hands,tst,never,single_word
PersonX never feels relief,PersonX feels relief,tst,never,single_word
PersonX never feels sad,PersonX feels sad,tst,never,single_word
PersonX never takes a stand,PersonX takes a stand,tst,never,single_word
PersonX never enjoys PersonY's company,PersonX enjoys PersonY's company,tst,never,single_word
PersonX never follows the recipe exactly,PersonX follows the recipe exactly,tst,never,single_word
PersonX never lifts PersonY's arms,PersonX lifts PersonY's arms,tst,never,single_word
PersonX never runs any errands,PersonX runs some errands,tst,never,single_word
PersonX never preheats the oven,PersonX preheats the oven,tst,never,single_word
PersonX never has anger problems,PersonX has anger problems,tst,never,single_word
PersonX restrains themselves from advertising PersonX's business,PersonX advertises PersonX's business,tst,restrain,verb
PersonX restrains themselves from giving PersonY instruction,PersonX gives PersonY instruction,tst,restrain,verb
PersonX restrains themselves from taking PersonY's outside,PersonX takes PersonY's outside,tst,restrain,verb
PersonX restrains themselves from trying different things,PersonX tries different things,tst,restrain,verb
PersonX restrains themselves from grabbing PersonY's gun,PersonX grabs PersonY's gun,tst,restrain,verb
PersonX restrains themselves from giving PersonY a account,PersonX gives PersonY a account,tst,restrain,verb
PersonX restrains themselves from forming a band,PersonX forms a band,tst,restrain,verb
PersonX restrains themselves from looking PersonY in the face,PersonX looks PersonY in the face,tst,restrain,verb
PersonX restrains themselves from exercising every day,PersonX exercises every day,tst,restrain,verb
PersonX restrains themselves from wanting to play outside,PersonX wants to play outside,tst,restrain,verb
PersonX restrains themselves from making contact,PersonX makes contact,tst,restrain,verb
PersonX restrains themselves from driving all the way,PersonX drives all the way,tst,restrain,verb
PersonX restrains themselves from making too much noise,PersonX makes too much noise,tst,restrain,verb
PersonX restrains themselves from lifting PersonY's leg,PersonX lifts PersonY's leg,tst,restrain,verb
PersonX prevents themselves from liking cheese,PersonX likes cheese,tst,prevent,verb
PersonX prevents themselves from buying the house,PersonX buys the house,tst,prevent,verb
PersonX prevents themselves from starting crying,PersonX starts crying,tst,prevent,verb
PersonX prevents themselves from making pasta for dinner,PersonX makes pasta for dinner,tst,prevent,verb
PersonX prevents themselves from making contact,PersonX makes contact,tst,prevent,verb
PersonX prevents themselves from wearing gloves,PersonX wears gloves,tst,prevent,verb
PersonX prevents themselves from making that mistake again,PersonX makes that mistake again,tst,prevent,verb
PersonX prevents themselves from going to a doctor's appointment,PersonX goes to a doctor's appointment,tst,prevent,verb
PersonX prevents themselves from getting frustrated,PersonX gets frustrated,tst,prevent,verb
PersonX prevents themselves from getting messy,PersonX gets messy,tst,prevent,verb
PersonX prevents themselves from wanting to learn,PersonX wants to learn,tst,prevent,verb
PersonX forbids themselves from denying PersonY's existence,PersonX denies PersonY's existence,tst,forbid,verb
PersonX forbids themselves from kissing PersonY on the cheek,PersonX kisses PersonY on the cheek,tst,forbid,verb
PersonX forbids themselves from visiting a friend,PersonX visits a friend,tst,forbid,verb
PersonX forbids themselves from lighting another cigarette,PersonX lit another cigarette,tst,forbid,verb
PersonX forbids themselves from losing track of time,PersonX loses track of time,tst,forbid,verb
PersonX forbids themselves from going white water rafting,PersonX goes white water rafting,tst,forbid,verb
PersonX forbids themselves from telling PersonY it was okay,PersonX tells PersonY it was okay,tst,forbid,verb
PersonX forbids themselves from bringing people together,PersonX brings people together,tst,forbid,verb
PersonX denies that they use coupons,PersonX uses coupons,tst,deny,verb
PersonX denies that they replace the old one,PersonX replaces the old one,tst,deny,verb
PersonX denies that they get some exercise,PersonX gets some exercise,tst,deny,verb
PersonX denies that they work tirelessly,PersonX works tirelessly,tst,deny,verb
PersonX denies that they wear sandals,PersonX wears sandals,tst,deny,verb
PersonX denies that they begin to bleed,PersonX begins to bleed,tst,deny,verb
PersonX refuses to accept PersonY's apology.,PersonX accepts PersonY's apology,tst,refuse,verb
PersonX never starts PersonX's beginnings.,PersonX accomplishes PersonX's ends,tst,never,single_word
Person X fails PersonX's ends.,PersonX accomplishes PersonX's ends,tst,fail,verb
PersonX fails to acchieve PersonX's purpose,PersonX achieves PersonX's purpose,tst,fail,verb
PersonX has now failed at life,PersonX achieves PersonX's purpose,tst,fail,verb
PersonX is unable to reach PersonY's level.,PersonX achieves PersonY level,tst,unable,affixes_adj
PersonX refuses to go along to get along,PersonX agrees on anything,tst,refuse,verb
PersonX never asked,PersonX always asked,tst,never,single_word
PersonX never made,PersonX always made,tst,never,single_word
PersonX never worked.,PersonX always worked,tst,never,single_word
PersonX is unapologetic to PersonY,PersonX apologizes to PersonY,tst,unapologetic,affixes_adj
PersonX refuses to talk to PersonX's doctor.,PersonX asks PersonX's doctor,tst,refuse,verb
PersonX ignores PersonX's little brother,PersonX asks PersonX's little brother,tst,little,single_word
PersonX tells PersonX little brother,PersonX asks PersonX's little brother,tst,little,single_word
PersonX avoids PersonY's grandmother.,PersonX asks PersonY's grandmother,tst,avoid,verb
PersonX refuses PersonY's grandmother.,PersonX asks PersonY's grandmother,tst,refuse,verb
PersonX asks PersonY's little sister.,PersonX asks PersonY's little brother,tst,little,single_word
PersonX ignores PersonY's little brother.,PersonX asks PersonY's little brother,tst,little,single_word
PeersonX disassembles PersonY.,PersonX assembles PersonY,tst,disassemble,affixes_verb
PersonX never attains PersonX's goals.,PersonX attains PersonX's goals,tst,never,single_word
PersonX refuses to meet with any of PersonX's relatives,PersonX babysits PersonX's cousin,tst,refuse,verb
PersonX fails to take care of PersonX's cousin.,PersonX babysits PersonX's cousin,tst,fail,verb
PersonX beats no one,PersonX beats everyone,tst,no,single_word
PersonX refuses to learn anything new,PersonX becomes smarter,tst,refuse,verb
PersonX has no injuries.,PersonX begins to bleed,tst,no,single_word
PersonX has no faith in PersonY.,PersonX believes also in PersonY,tst,no,single_word
PersonX avoids contacting PersonY,PersonX blows up PersonY's phone,tst,avoid,verb
PersonX is unable to book a ticket.,PersonX books a ticket,tst,unable,affixes_adj
PersonX prevents PersonX from being burned.,PersonX burns badly,tst,prevent,verb
PersonX refuses an ambulance.,PersonX calls an ambulance,tst,refuse,verb
PersonX refuses to call for help,PersonX calls the fire department,tst,refuse,verb
PersonX avoids PersonY.,PersonX catches PersonY's attention,tst,avoid,verb
PersonY fails to notice PersonX,PersonX catches PersonY's eye,tst,fail,verb
PersonX is nothing special to look at.,PersonX catches the eye,tst,nothing,single_word
PersonX has no impact on anyone,PersonX changes PersonX's lives,tst,no,single_word
PersonX unplugs PersonY's phone.,PersonX charges PersonY's phone,tst,unplug,affixes_verb
PersonX never returns,PersonX comes again,tst,never,single_word
PersonX never returns.,PersonX comes again,tst,never,single_word
PersonX notices there are no lights,PersonX comes to light,tst,no,single_word
